Year,Year_p05,Year_p50,Year_p95,ATS Total Power (kWh)_p05,ATS Total Power (kWh)_p50,ATS Total Power (kWh)_p95,CAV Total Power (kWh)_p05,CAV Total Power (kWh)_p50,CAV Total Power (kWh)_p95,ECAV Power (kWh)_p05,ECAV Power (kWh)_p50,ECAV Power (kWh)_p95,ICECAV Power (kWh)_p05,ICECAV Power (kWh)_p50,ICECAV Power (kWh)_p95,STI Power (kWh)_p05,STI Power (kWh)_p50,STI Power (kWh)_p95,ECAV Sensing Power (kWh)_p05,ECAV Sensing Power (kWh)_p50,ECAV Sensing Power (kWh)_p95,ECAV Computing Power (kWh)_p05,ECAV Computing Power (kWh)_p50,ECAV Computing Power (kWh)_p95,ECAV Communication Power (kWh)_p05,ECAV Communication Power (kWh)_p50,ECAV Communication Power (kWh)_p95,ICECAV Sensing Power (kWh)_p05,ICECAV Sensing Power (kWh)_p50,ICECAV Sensing Power (kWh)_p95,ICECAV Computing Power (kWh)_p05,ICECAV Computing Power (kWh)_p50,ICECAV Computing Power (kWh)_p95,ICECAV Communication Power (kWh)_p05,ICECAV Communication Power (kWh)_p50,ICECAV Communication Power (kWh)_p95,STI Sensing Power (kWh)_p05,STI Sensing Power (kWh)_p50,STI Sensing Power (kWh)_p95,STI Computing Power (kWh)_p05,STI Computing Power (kWh)_p50,STI Computing Power (kWh)_p95,STI Communication Power (kWh)_p05,STI Communication Power (kWh)_p50,STI Communication Power (kWh)_p95,Electricity Consumption (kWh)_p05,Electricity Consumption (kWh)_p50,Electricity Consumption (kWh)_p95,Gasoline Consumption (kWh)_p05,Gasoline Consumption (kWh)_p50,Gasoline Consumption (kWh)_p95,Clean Electricity (kWh)_p05,Clean Electricity (kWh)_p50,Clean Electricity (kWh)_p95,Fossil Electricity (kWh)_p05,Fossil Electricity (kWh)_p50,Fossil Electricity (kWh)_p95,ATS Emissions (kg CO2)_p05,ATS Emissions (kg CO2)_p50,ATS Emissions (kg CO2)_p95,CAV Emissions (kg CO2)_p05,CAV Emissions (kg CO2)_p50,CAV Emissions (kg CO2)_p95,ECAV Emissions (kg CO2)_p05,ECAV Emissions (kg CO2)_p50,ECAV Emissions (kg CO2)_p95,ICECAV Emissions (kg CO2)_p05,ICECAV Emissions (kg CO2)_p50,ICECAV Emissions (kg CO2)_p95,STI Emissions (kg CO2)_p05,STI Emissions (kg CO2)_p50,STI Emissions (kg CO2)_p95,ECAV Sensing Emissions (kg CO2)_p05,ECAV Sensing Emissions (kg CO2)_p50,ECAV Sensing Emissions (kg CO2)_p95,ECAV Computing Emissions (kg CO2)_p05,ECAV Computing Emissions (kg CO2)_p50,ECAV Computing Emissions (kg CO2)_p95,ECAV Communication Emissions (kg CO2)_p05,ECAV Communication Emissions (kg CO2)_p50,ECAV Communication Emissions (kg CO2)_p95,ICECAV Sensing Emissions (kg CO2)_p05,ICECAV Sensing Emissions (kg CO2)_p50,ICECAV Sensing Emissions (kg CO2)_p95,ICECAV Computing Emissions (kg CO2)_p05,ICECAV Computing Emissions (kg CO2)_p50,ICECAV Computing Emissions (kg CO2)_p95,ICECAV Communication Emissions (kg CO2)_p05,ICECAV Communication Emissions (kg CO2)_p50,ICECAV Communication Emissions (kg CO2)_p95,STI Sensing Emissions (kg CO2)_p05,STI Sensing Emissions (kg CO2)_p50,STI Sensing Emissions (kg CO2)_p95,STI Computing Emissions (kg CO2)_p05,STI Computing Emissions (kg CO2)_p50,STI Computing Emissions (kg CO2)_p95,STI Communication Emissions (kg CO2)_p05,STI Communication Emissions (kg CO2)_p50,STI Communication Emissions (kg CO2)_p95,Total Vehicles_p05,Total Vehicles_p50,Total Vehicles_p95,Total EV_p05,Total EV_p50,Total EV_p95,Total ICEV_p05,Total ICEV_p50,Total ICEV_p95,Total CAV_p05,Total CAV_p50,Total CAV_p95,Total ECAV_p05,Total ECAV_p50,Total ECAV_p95,Total ICECAV_p05,Total ICECAV_p50,Total ICECAV_p95,Total Infra_p05,Total Infra_p50,Total Infra_p95,Total STI_p05,Total STI_p50,Total STI_p95,Incremented Car Number_p05,Incremented Car Number_p50,Incremented Car Number_p95,EV Fraction_p05,EV Fraction_p50,EV Fraction_p95,Clean Energy Fraction_p05,Clean Energy Fraction_p50,Clean Energy Fraction_p95,Cumulative New Cars_p05,Cumulative New Cars_p50,Cumulative New Cars_p95
2055,2055.0,2055.0,2055.0,644463031.0158987,807657594.3450501,1025193233.8607669,468713958.94030064,613492314.2808733,808171938.5387636,10609227.617183397,13307630.242110835,17369146.524129406,457637680.251191,600537350.2121041,790289810.2507584,144732725.9728832,198218031.1387524,256297316.85934627,8835256.72747079,11570755.876884947,15669532.118754173,642259.0435588384,801754.1636708047,1036757.727192002,672266.5860009681,872202.2962518996,1161074.608827859,382704080.32777417,523652037.68430376,718315736.961099,28358318.82766213,36602470.04705385,46063169.151378594,29894205.003004413,38598230.35936469,52033186.21155193,11200278.939984292,16513388.274354974,24378611.299507495,112665863.99655436,158232122.7334785,214614761.09373116,14800496.058966061,20128095.745248817,27286736.11153945,158815884.27439836,211327474.1671396,267876842.40400076,457637680.251191,600537350.2121041,790289810.2507584,113957190.57658273,151636502.5939331,192213093.29577497,44858693.697815634,59690971.573206455,75663749.1082258,782634255.6045964,1011566899.1207719,1325872304.5600355,748450531.1702813,980779887.9778075,1286390513.8330317,1849005.095334939,2419619.0205892795,3269031.4651615447,746349296.028396,978086768.6462344,1283144996.1473434,25646360.455767248,35036562.559127614,47678679.342585094,1579989.3020640656,2129748.1130849286,2934545.772008777,107414.4606242395,146346.9150832552,194332.84378392546,117132.4673721751,158922.36388672213,215221.93166274676,624274769.374131,857881138.4734731,1156009975.2418263,46474277.40681019,59942349.063721776,75796290.7970222,49873484.25348449,63122560.68015512,85610644.53495947,1948237.235710709,3022945.6100402884,4711804.41514142,20506610.843400516,28401052.915806696,39458465.09551471,2535202.075291688,3651518.843148264,5125047.718998717,10711811.034111189,10711811.034111189,10711811.034111189,285454.4743436161,285454.4743436161,285454.4743436161,10426356.559767565,10426356.559767565,10426356.559767565,2594816.3319921745,2594816.3319921745,2594816.3319921745,91177.0,91177.0,91177.0,2503639.3319921745,2503639.3319921745,2503639.3319921745,171000.0,171000.0,171000.0,30970.36966968,30970.36966968,30970.36966968,897125.8881261367,897125.8881261367,897125.8881261367,0.03513817635844207,0.03513817635844207,0.03513817635844207,0.717542776638703,0.717542776638703,0.717542776638703,26439822.74821849,26439822.74821849,26439822.74821849
2056,2056.0,2056.0,2056.0,657369346.6518414,824726355.2235646,1049826357.2339373,477730032.5507564,629050865.7687664,832212801.8084203,11445064.771970514,14398611.144348335,18855184.56147635,466532868.49770623,615025508.0322498,812775792.9906234,145927613.7763917,199350027.4902526,257654486.8546818,9695578.086859223,12697442.823536128,17195331.944295447,552662.3013073907,689907.453419138,892127.4323102015,737727.6496666685,957131.8334819914,1274132.7028515884,397276524.57036203,543591438.6834686,745667460.037775,23083697.212381788,29794443.772431497,37495461.412752874,31032503.90802176,40067957.46363981,54014483.88724593,11560945.314029245,17045145.01934515,25163640.43929577,112677306.89072181,158248193.5589273,214636558.41468406,15277095.014782906,20776251.683843568,28165411.38611116,161057682.3990839,213453814.1804133,270197643.14153016,466532868.49770623,615025508.0322498,812775792.9906234,119610578.80960017,158522920.9990253,200664109.94954216,41447103.58948373,54930893.18138806,69533533.19198796,795763042.5296227,1033024994.7139738,1361427825.8416135,764128843.7379252,1003008773.136027,1323576912.5054762,1857104.3691869196,2432953.1955590835,3284141.443543515,762421060.2491959,1000636037.2197739,1320722733.5530214,23982341.619733367,32702072.474978313,44246339.60084053,1603030.1405485135,2170064.942477661,2974957.589629303,85919.24564305489,116907.82760339309,155657.75091496552,119682.08242214781,161653.79384649347,219303.79618214225,648045640.2281013,890547173.9295508,1200028034.5571566,37830103.90505171,48793126.433014385,61698249.36425339,51772545.71069454,65526114.870570645,88870490.47908738,1873176.0479773073,2892960.0754598146,4524088.545181608,18992492.17181212,26293417.254202582,36656534.85043698,2430130.009766685,3488833.211216498,4905198.6947111795,10722522.845145298,10722522.845145298,10722522.845145298,301428.5556200171,301428.5556200171,301428.5556200171,10421094.289525274,10421094.289525274,10421094.289525274,2763707.5823837193,2763707.5823837193,2763707.5823837193,102453.0,102453.0,102453.0,2661254.5823837193,2661254.5823837193,2661254.5823837193,171000.0,171000.0,171000.0,31967.66366489642,31967.66366489642,31967.66366489642,897166.3751471955,897166.3751471955,897166.3751471955,0.03707077605815638,0.03707077605815638,0.03707077605815638,0.7426567738210575,0.7426567738210575,0.7426567738210575,27232679.597132564,27232679.597132564,27232679.597132564
2057,2057.0,2057.0,2057.0,671261846.5168414,842315472.6579766,1075410760.9003904,488693436.2388824,645837429.5169055,857358413.0014603,12373126.910122469,15626297.371976562,20484678.653829146,476447215.5433768,630455929.4202209,836216099.7053609,146966728.694879,200443929.62714922,259006709.47845736,10624195.178273877,13913570.66218216,18842255.829902947,474844.7419037028,592765.1042621793,766511.5194910535,808385.2729824074,1048803.415242862,1396165.798144992,411757872.5271223,563406193.1001923,772848200.1042024,18759611.38503967,24213287.042442508,30471734.156550106,32163686.999062914,41528496.90672706,55983395.935905114,11921568.310482731,17576837.80958793,25948575.163092524,112686239.3888219,158260738.69092694,214653573.7366078,15753636.649717385,21424329.668280303,29043980.981806666,163412349.56140175,215646246.70866698,272610347.1689108,476447215.5433768,630455929.4202209,836216099.7053609,125606863.41926216,165756435.97263324,209541878.17155632,37805486.14213959,49889810.736033775,63068468.997354485,809833455.6689539,1057089965.6259764,1397127757.5376394,780551968.1737809,1030142135.3611329,1360032762.4140222,1837434.145759713,2439356.020443322,3290029.88809313,778871276.9402776,1027629089.961025,1357182693.5400503,22259678.178293824,30247335.63126818,40605731.43151566,1608684.97523966,2188435.2246055417,3003179.0613660323,68031.70773108049,92533.0462816501,123455.84910121739,120630.00950480667,162721.2736684659,221070.24149550096,671667912.9464645,923009005.1729906,1243770925.0918612,30743690.726188347,39653097.23667145,50140805.8926467,53659735.62168826,67914643.79440168,92109958.24554406,1785286.1614828568,2738949.2418518513,4305587.079910995,17433153.886538215,24277803.26314062,33752933.88720409,2308941.5267712665,3300901.906439038,4647427.192125952,10733245.367990442,10733245.367990442,10733245.367990442,318282.25252261746,318282.25252261746,318282.25252261746,10414963.115467817,10414963.115467817,10414963.115467817,2937884.199654713,2937884.199654713,2937884.199654713,114900.0,114900.0,114900.0,2822984.199654713,2822984.199654713,2822984.199654713,171000.0,171000.0,171000.0,32964.83771488198,32964.83771488198,32964.83771488198,897210.6502836794,897210.6502836794,897210.6502836794,0.03910966874135498,0.03910966874135498,0.03910966874135498,0.7686497609047945,0.7686497609047945,0.7686497609047945,28020362.805235762,28020362.805235762,28020362.805235762
2058,2058.0,2058.0,2058.0,685965428.3230162,861557539.1140813,1099586428.6328926,501099386.12707675,664185186.0698594,883406995.7258565,13395651.861093529,16975587.518328622,22264992.89276997,487731939.1564453,646759175.7254661,860405123.1258764,148003753.54497012,201534834.61377698,260355031.50973955,11626033.502013382,15225589.885806449,20619039.264256973,407445.67095781886,508628.51436073106,657713.5067429378,884614.232751196,1147703.2789810477,1527821.173390391,426140479.8302578,583085841.1850772,799843609.0779594,15223596.403891424,19649304.13428919,24728091.270373113,33287157.15080364,42979077.703721024,57938883.01451354,12282147.02959247,18108465.3185129,26733413.51249018,112693212.21587837,158270531.5881494,214666856.12365735,16230119.774800893,22072328.08160823,29922442.706599936,165886341.71153855,217944263.4432749,275120604.88566804,487731939.1564453,646759175.7254661,860405123.1258764,131971294.28523321,173386104.19576335,218872885.71613848,33915047.42630533,44558159.24751154,56247719.16952959,824983036.7555089,1083410082.4814444,1431835220.6387584,798509628.6504008,1058548097.2500305,1397925317.6318457,1799730.4724141224,2405079.219990244,3254905.3421108816,796874852.5160604,1056062658.8853312,1395109687.0116549,20460265.70002062,27664045.227176003,36983124.638142526,1592892.7268960327,2167314.063270645,2986642.0492797215,53226.835920045,72137.78733060758,96142.23025991725,120028.1656362646,161905.5903281209,220127.87125795623,695129117.8791993,955249496.3557949,1287215555.988325,24948786.516696878,32178851.475396488,40689723.07625976,55534057.7826713,70286886.60261384,95327337.79441138,1686913.1950968986,2552805.1919656247,4052346.598010239,15785181.683364397,22136042.0720077,30746601.661893122,2168508.555165825,3081928.5736745517,4372160.995712021,10743978.613358432,10743978.613358432,10743978.613358432,336064.1069833865,336064.1069833865,336064.1069833865,10407914.506375039,10407914.506375039,10407914.506375039,3117347.784297542,3117347.784297542,3117347.784297542,128624.0,128624.0,128624.0,2988723.784297542,2988723.784297542,2988723.784297542,171000.0,171000.0,171000.0,33961.88933169322,33961.88933169322,33961.88933169322,897260.323450163,897260.323450163,897260.323450163,0.0412607005221295,0.0412607005221295,0.0412607005221295,0.7955525025364623,0.7955525025364623,0.7955525025364623,28802876.678445786,28802876.678445786,28802876.678445786
2059,2059.0,2059.0,2059.0,701331503.5736885,881471539.4463322,1124085131.5934515,514282545.5847219,683113424.2632148,910186888.5365142,14516988.920500735,18448220.270396702,24204484.563249208,499591175.52571,664303781.1556704,885162284.0178819,149039116.456281,202623368.07990387,261700269.2721561,12706465.787590906,16640536.684019186,22535210.907391828,349221.39222630905,435945.1347059284,563725.7747048076,966823.3350370496,1254361.8118899344,1669804.8793580418,440416036.71228147,602619012.725729,826638089.9558698,12338589.787452918,15925586.62813235,20041898.531534757,34402265.26148215,44418861.759769335,59879815.3110277,12642680.546973703,18640026.183232184,27518153.475465927,112698655.28356478,158278176.03451183,214677224.50525662,16706543.16851448,22720245.262609348,30800794.308453936,168486793.9773831,220354113.7602774,277734513.40303385,499591175.52571,664303781.1556704,885162284.0178819,138731493.7638093,181438880.9788097,228685720.72977874,29755300.21357381,38915232.78146767,49048792.67325511,841153342.2313662,1110172291.006389,1467476759.0867813,817454585.1392937,1087822134.3038883,1436910623.5831714,1736174.6476640615,2325652.0311836763,3168423.923752552,815565545.4531325,1085396661.0749187,1434167197.6077542,18497383.504851967,24908171.628421143,33244791.61040926,1559216.6520497897,2104733.2247431725,2930295.79926777,41238.57926682522,55314.58004275974,73541.54606721336,117167.65578866683,158174.2870785484,214967.62031423766,718415699.9626192,987250020.049726,1330336826.4582326,20220770.070176814,26080673.557846054,32978659.462798942,57394429.27585096,72641472.69627859,98520770.23630951,1565268.609046086,2336821.103218642,3762761.690934039,14135636.623256555,19881627.69577682,27552866.184722595,2008146.7941957468,2834344.486077547,4063348.9421798703,10754722.591971787,10754722.591971787,10754722.591971787,354825.392984779,354825.392984779,354825.392984779,10399897.198987,10399897.198987,10399897.198987,3302100.5055809994,3302100.5055809994,3302100.5055809994,143741.0,143741.0,143741.0,3158359.5055809994,3158359.5055809994,3158359.5055809994,171000.0,171000.0,171000.0,34958.81595927438,34958.81595927438,34958.81595927438,897317.6945110299,897317.6945110299,897317.6945110299,0.043530039050846625,0.043530039050846625,0.043530039050846625,0.8233968401252384,0.8233968401252384,0.8233968401252384,29580227.416281294,29580227.416281294,29580227.416281294
2060,2060.0,2060.0,2060.0,716363638.6575501,901972323.5856063,1152476044.5041165,528598630.5938361,702325131.4300978,937552988.6251619,15741780.98093734,20027923.26890997,26311917.15701368,512548607.1888346,682352237.2091424,910333162.7122446,150073150.9862968,203790626.90542743,263043059.16483605,13871003.748428041,18165629.261387818,24600545.910517387,299036.87551733875,373298.0678771403,482716.11667785194,1055431.9610621843,1369323.1214302198,1822841.2312209299,454576071.4086412,621994115.8499982,853215741.674657,9989638.25202269,12893762.74816033,16226434.273499504,35508349.57524252,45846994.64154731,61805040.987970285,13003167.91277509,19171519.003310658,28302792.984566204,112702904.19251789,158284143.36000955,214685318.159781,17182905.575686637,23368079.504299495,31679033.473288544,171221074.98373783,222882217.91669568,280458278.25167954,512548607.1888346,682352237.2091424,910333162.7122446,145917293.32811219,189943731.9410569,239010956.2028767,25303781.65562564,32938485.975638762,41447322.04880284,858012979.0261115,1137547141.9052663,1503750912.1720586,837602810.3193449,1117731872.9027429,1476693270.7991815,1642694.8532412732,2218977.1988264946,3014071.1133407624,835835869.9548167,1115406001.9714465,1474068194.272827,16415529.519529238,22103037.4525054,29427409.181660347,1485178.7021666674,2018098.974263947,2819195.8890604344,31262.742672290602,41992.20973381649,55113.214870172385,112622.60304325307,151375.3509524655,207385.2877174237,741513839.8800948,1018991585.688987,1373109146.3789995,16371253.251632147,21115581.172567587,26700367.20120302,59239746.07219357,74977004.75694685,101688360.44322474,1431706.1584630422,2112581.098110961,3435157.245134218,12384749.56093102,17544490.02464801,24132339.281267315,1810676.1577426451,2569652.923791948,3654668.0272019836,10765477.314563759,10765477.314563759,10765477.314563759,374620.29724252014,374620.29724252014,374620.29724252014,10390857.01732123,10390857.01732123,10390857.01732123,3492145.364393276,3492145.364393276,3492145.364393276,160374.0,160374.0,160374.0,3331771.364393276,3331771.364393276,3331771.364393276,171000.0,171000.0,171000.0,35955.61497115094,35955.61497115094,35955.61497115094,897386.0489732902,897386.0489732902,897386.0489732902,0.04592419119864318,0.04592419119864318,0.04592419119864318,0.8522157295296217,0.8522157295296217,0.8522157295296217,30352423.904227637,30352423.904227637,30352423.904227637
2061,2061.0,2061.0,2061.0,731053403.608874,923079515.3762705,1182115027.493925,541514755.8379685,722314859.0576075,965700613.2483563,17080716.089902107,21748620.693327166,28606716.682750724,525296438.64425343,700621891.3358053,936092589.4930393,151106116.84796017,204975048.94556132,264383897.10805032,15131276.440324046,19816097.16583406,26835668.673011955,255191.16140916536,318563.94743477495,411938.78257599956,1151324.9550231772,1493735.2092371937,1988458.4473239945,468780350.9010755,641429758.9026672,879876438.5840571,8059086.106974843,10401972.684975728,13090587.238514079,36617889.98751908,47279589.902795136,63736282.272875704,13363608.150811099,19702942.33948677,29087329.915018234,112706220.92108758,158288801.49676454,214691636.124108,17659205.706346795,24015829.052369162,32557157.822866827,173907087.34274843,225795661.38387978,283304893.0683228,525296438.64425343,700621891.3358053,936092589.4930393,153393577.746028,199161545.79106754,249887177.13992578,20513509.596720435,26634115.59281224,33417715.928397022,875783244.192349,1165680665.1219833,1540886858.511523,858693871.6043184,1148446239.9139106,1517508771.4107842,1518712.730141774,2058203.7783948681,2810387.24273433,857092339.4200746,1146267006.6733599,1515056725.655086,14130107.72613247,19101076.651746303,25400049.409091614,1375184.9925126634,1880539.8103174586,2634976.185191929,22945.162378093464,30541.65527066192,40086.38997752798,105959.52193113616,141968.6800325026,194817.83616854553,764684152.8191952,1050832331.812541,1416015113.7528338,13207419.158274416,17034879.79998503,21540375.430388838,61090828.79122619,77319834.47909442,104865848.18116707,1256889.6065953313,1870187.875187648,3060017.439661482,10572340.987706566,15066583.078475792,20685955.002739057,1598974.2983123944,2269757.4955281783,3279733.2668756396,10776242.791878322,10776242.791878322,10776242.791878322,395740.69217162335,395740.69217162335,395740.69217162335,10380502.09970669,10380502.09970669,10380502.09970669,3689709.6387861306,3689709.6387861306,3689709.6387861306,178767.0,178767.0,178767.0,3510942.6387861306,3510942.6387861306,3510942.6387861306,171000.0,171000.0,171000.0,36952.283668030585,36952.283668030585,36952.283668030585,907683.6518333275,907683.6518333275,907683.6518333275,0.04845002171456855,0.04845002171456855,0.04845002171456855,0.8820432800631584,0.8820432800631584,0.8820432800631584,31128190.212481245,31128190.212481245,31128190.212481245
2062,2062.0,2062.0,2062.0,747636945.324952,944736961.8937416,1212050593.1819358,555743367.4356778,742745376.5644752,994210778.7231443,18535181.208818823,23615315.204585373,31091353.842857298,538323718.0684059,719186975.4296061,962018986.5788463,152138216.08977178,206158272.4474839,265723169.335146,16488721.892231159,21593823.656946592,29243129.572476313,217524.6952264577,271543.59576263116,351136.2134840146,1254611.7352249078,1627740.0352100334,2166845.5045079454,482848122.9572201,660678619.5277464,906280918.1058214,6493195.166807245,8380855.827423192,10547069.06707748,37716767.37973748,48698417.48885342,65648963.74298733,13724000.257659324,20234294.71234168,29871762.082765277,112708809.97576252,158292437.66128284,214696567.9582129,18135442.2345325,24663492.103561275,33435164.912595883,176969523.04860684,229062236.70496547,286636537.66612154,538323718.0684059,719186975.4296061,962018986.5788463,161558095.8313411,209114304.83291614,261674735.98438692,15411427.21726576,19947931.872049354,24961801.681734618,893953235.7028978,1194017092.7935011,1578167788.734053,880278411.8005137,1179423126.537381,1558646931.3282204,1363446.4563455372,1856994.8524531056,2519575.346867646,878894731.9693012,1177447565.4485848,1556434109.0265996,11711969.006651348,16063888.999038808,21415035.669843514,1222385.6987984942,1714813.8712797645,2369773.2343423204,16207.060067825223,21431.624668156368,28897.981064976088,95037.24734475471,127275.218395845,177754.06035402266,787631792.0197909,1082367078.703597,1458508741.7601528,10641200.392471816,13724980.440235721,17355052.394187164,62924122.0436076,79640148.89666753,108012799.29772153,1081747.3933073836,1592017.441469712,2589677.530696249,8705265.463281404,12402867.492471706,17232075.998565707,1367763.8868829636,1933678.460950171,2851953.0077151977,10787019.0346702,10787019.0346702,10787019.0346702,418024.0480919787,418024.0480919787,418024.0480919787,10368994.986578213,10368994.986578213,10368994.986578213,3892622.229014435,3892622.229014435,3892622.229014435,198971.0,198971.0,198971.0,3693651.229014435,3693651.229014435,3693651.229014435,171000.0,171000.0,171000.0,37948.81927530716,37948.81927530716,37948.81927530716,907726.9809295386,907726.9809295386,907726.9809295386,0.05111477290886982,0.05111477290886982,0.05111477290886982,0.9129147948653689,0.9129147948653689,0.9129147948653689,31898719.55702205,31898719.55702205,31898719.55702205
2063,2063.0,2063.0,2063.0,764318956.3711979,965902067.9945457,1242208446.9183586,570797170.0730867,763518497.0902324,1022994440.3533041,20111812.06711788,25636682.848232083,33777691.47287186,551858578.7339847,737940594.6964786,988010844.0808752,153170304.08995736,207340522.41917938,267061176.42899182,17950279.776495237,23507897.011054672,31835236.278293584,185222.77452206155,231219.9916358466,298993.28730915254,1365820.3349752713,1772022.6726116878,2358914.371445891,496768480.6318806,679725773.8078554,932408708.468735,5225207.354302701,6744246.612001198,8487442.844372427,38804129.77651421,50102377.362370074,67541602.4689624,14084343.201721096,20765574.60091422,30656087.242421918,112710830.99878542,158295276.06105775,214700417.76114208,18611613.797048066,25311066.80398301,34313052.22923825,180338325.10409835,232481118.7200355,290672851.77247363,551858578.7339847,737940594.6964786,988010844.0808752,170395698.44617915,219663693.6545957,274647130.9885075,9942626.657919183,12817425.065439787,16025720.783966117,912385458.3651952,1222385652.0714397,1615389131.7010503,902182655.4391055,1210507063.0960002,1599910078.6103647,1142555.5873369826,1601484.936778293,2158518.401513882,901078811.329741,1208802500.3132544,1598014536.8854952,9279393.43238588,12612603.278876577,17231880.719728544,1030907.0658072383,1469579.633282361,2033573.0111201603,10772.881761080846,14310.737255523873,19265.25222528597,82366.73637065769,107899.27901905894,153651.91703359113,810338965.848487,1113571377.0211577,1500557084.482444,8563192.252958674,11044773.319087472,13965966.688939897,64738204.45081747,81936149.03665987,111126773.91660771,892086.2617054344,1268512.9602459664,2042342.3939361358,6779731.619648046,9750459.036933865,13605880.949262958,1100120.1710728575,1559219.8905558158,2264092.7924833703,10797806.053704867,10797806.053704867,10797806.053704867,441534.41420128307,441534.41420128307,441534.41420128307,10356271.639503576,10356271.639503576,10356271.639503576,4100883.755860141,4100883.755860141,4100883.755860141,221145.0,221145.0,221145.0,3879738.755860141,3879738.755860141,3879738.755860141,171000.0,171000.0,171000.0,38945.21894046314,38945.21894046314,38945.21894046314,907770.7942595799,907770.7942595799,907770.7942595799,0.053926085418857655,0.053926085418857655,0.053926085418857655,0.9448668126856568,0.9448668126856568,0.9448668126856568,32664011.963825174,32664011.963825174,32664011.963825174
2064,2064.0,2064.0,2064.0,780727618.6422731,987307410.1456943,1271501364.113469,586124212.8267697,784613527.223225,1051976197.66084,21817810.48795397,27822099.10813448,36678469.94765088,565550360.7310444,756790833.5864161,1013979405.6916814,154206979.55473116,208471324.26964396,268398152.08477196,19523291.32786721,25567931.395324968,34625008.64005838,157565.1948072401,196694.0788973617,254347.42397356994,1485509.3420974952,1927307.8362981712,2565629.787650186,510529886.8778369,698555435.6602312,958238155.2327175,4200052.900330255,5421065.734348876,6822257.28430462,39879075.98323849,51490305.93604843,69412629.8515693,14444635.922243694,21296780.441259272,31440303.085145816,112712408.61010331,158297491.71697003,214703422.91872993,19087718.992172457,25958551.24734859,35190817.18852975,183707676.22953779,235822586.668941,294887795.57076216,565550360.7310444,756790833.5864161,1013979405.6916814,179654561.53256318,230619668.5790502,288381730.70337516,4053114.696974632,5202918.089890769,6506064.8673870275,931048974.4948198,1250635410.4860451,1652368967.1596801,924256465.6996421,1241560581.9157934,1641123480.3990324,864789.5210691897,1251276.3533218983,1762063.7371571455,923504547.5817221,1240205919.2327743,1639636624.286064,6374570.621990817,9171849.679400925,12778758.16463704,776328.1740986916,1162889.3183277964,1657934.6650692509,6302.5691259654,8706.599749294932,12097.295189160473,61107.58223775129,83874.0627887508,122156.11038336183,832786854.8365017,1144419364.9683096,1542125292.6919193,6883145.111649692,8877854.804005971,11225927.493479455,66531572.5202817,84205931.99810797,114205191.20814718,616254.5076754597,944085.5938664799,1501677.440747619,4703196.739450132,6992374.9968977105,10153705.12572441,774267.6179824295,1148229.909994747,1734102.3274764456,10808603.85975857,10808603.85975857,10808603.85975857,466339.37295877124,466339.37295877124,466339.37295877124,10342264.486799791,10342264.486799791,10342264.486799791,4314494.8932259,4314494.8932259,4314494.8932259,245460.0,245460.0,245460.0,4069034.8932259,4069034.8932259,4069034.8932259,171000.0,171000.0,171000.0,39941.47973036586,39941.47973036586,39941.47973036586,907815.2812668588,907815.2812668588,907815.2812668588,0.05689202011689483,0.05689202011689483,0.05689202011689483,0.9779371511296546,0.9779371511296546,0.9779371511296546,33424067.60875094,33424067.60875094,33424067.60875094
2065,2065.0,2065.0,2065.0,797377192.4986368,1009523022.2388909,1300694227.5024858,601657598.6381384,806092328.8946402,1081091679.7887385,23661238.984320495,30182016.593709063,39807809.09932338,579323474.591106,775682904.8291599,1039845532.4715573,155243161.47735095,209702761.80007285,269734277.75591546,21215772.397353634,27784424.462287888,37626662.9548949,133920.2489174381,167177.27565878985,216178.8989739788,1614288.6753473408,2094386.838154352,2788045.146514923,524119745.2283883,717150369.4038495,983745615.4821943,3372440.1798127997,4352854.674398741,5477943.999419704,40940622.05075162,52860932.77315053,71260333.25085688,14804877.328302285,21827910.624946773,32224407.236421783,112713640.09032728,158299221.253522,214705768.73870307,19563756.37831402,26605943.47314976,36068457.13269926,187473594.9686309,239544572.76963013,299293086.49138,579323474.591106,775682904.8291599,1039845532.4715573,187473594.9686309,239544572.76963013,299293086.49138,0.0,0.0,0.0,950875680.6056149,1279590659.9017253,1690767628.0182612,946696859.1293269,1272657706.231611,1682357641.6865184,626462.4497139103,1009162.8476451284,1465648.1088194284,946051207.8521986,1271546779.0358102,1681157717.9529326,4508057.212376935,6819258.590040862,9822812.164335338,571487.4923476342,930238.7362611783,1361138.9042431447,3532.954638001285,5460.590710245375,7794.722390294131,44945.2664186052,67561.60847707285,101209.03383582013,854954911.3681997,1174882805.9211192,1583175317.039467,5526833.992063346,7128489.7981212605,9013879.070832284,68302584.69729537,86447420.14119935,117245233.35123867,449143.65104479826,718061.0061118503,1158644.2246241872,3263618.0124263857,5181171.053100346,7802504.933628345,562774.6647513835,868321.4064818961,1398462.1921339235,10819412.463618329,10819412.463618329,10819412.463618329,492510.2379049731,492510.2379049731,492510.2379049731,10326902.225713348,10326902.225713348,10326902.225713348,4533456.392169354,4533456.392169354,4533456.392169354,272103.0,272103.0,272103.0,4261353.392169354,4261353.392169354,4261353.392169354,171000.0,171000.0,171000.0,40937.59862845248,40937.59862845248,40937.59862845248,907860.7125667166,907860.7125667166,907860.7125667166,0.060021081223324044,0.060021081223324044,0.060021081223324044,1.0,1.0,1.0,34178886.880411796,34178886.880411796,34178886.880411796
