peak_emissions,peak_year,cumulative_emissions,turning_year,turning_year_rule
4960288761.948576,2039,107837585262.15314,2050.0,50_percent_of_peak
7045286739.41517,2041,287187712224.4552,2085.0,50_percent_of_peak
6783153872.159058,2039,145963841329.40616,2048.0,50_percent_of_peak
6239934275.323558,2037,184670917728.37607,2046.0,50_percent_of_peak
15810661432.900665,2036,304356057635.6282,2047.0,50_percent_of_peak
9282150799.473852,2038,204686600542.8513,2048.0,50_percent_of_peak
15473360796.929058,2037,292388472271.4194,2048.0,50_percent_of_peak
14248846182.205055,2037,359986956419.10114,2049.0,50_percent_of_peak
5839071651.023119,2039,258221076388.05338,2090.0,50_percent_of_peak
6845507627.642593,2036,111180710961.52103,2044.0,50_percent_of_peak
18330063878.489822,2038,408236002160.65955,2049.0,50_percent_of_peak
3477634949.735136,2041,97131083264.67087,2050.0,50_percent_of_peak
4804094337.499958,2034,168909829588.80777,2074.0,50_percent_of_peak
24810601439.573586,2040,663902595575.7491,2056.0,50_percent_of_peak
6210318620.006875,2039,230798892582.74686,2079.0,50_percent_of_peak
15989032943.775621,2035,304977798993.15045,2045.0,50_percent_of_peak
35664759326.905945,2039,727625998878.7954,2051.0,50_percent_of_peak
14109842022.726938,2041,330638463274.74164,2051.0,50_percent_of_peak
4673404802.084583,2034,137465488990.3795,2066.0,50_percent_of_peak
8595883571.50827,2039,231550622644.7256,2056.0,50_percent_of_peak
6191793588.155171,2036,213470572016.65283,2048.0,50_percent_of_peak
8442749045.577168,2041,209705755337.44678,2053.0,50_percent_of_peak
4747130106.107727,2039,176178129079.47568,2075.0,50_percent_of_peak
8663524061.704824,2037,208337403132.41602,2050.0,50_percent_of_peak
20481928926.722645,2040,406707226165.5732,2049.0,50_percent_of_peak
9867309219.279884,2036,230328761642.4846,2045.0,50_percent_of_peak
5332068832.754699,2036,84648137412.87029,2043.0,50_percent_of_peak
