peak_emissions,peak_year,cumulative_emissions,turning_year,turning_year_rule,run_id,annual_emis_2030,annual_emis_2035,annual_emis_2045,annual_emis_2050,annual_emis_2055,annual_emis_2075,cumulative_emissions_2050
7277654592.87042,2036,236815098107.0624,2046.0,50_percent_of_peak,56,4337054725.745469,7262604810.26429,3669532458.597704,2852905152.8854475,2741678310.834245,3406584287.2518916,115183409866.14574
8388783603.588029,2037,273299572706.6916,2051.0,50_percent_of_peak,57,4164155231.233153,7995453302.593104,5717915753.6769,4246862191.2329135,3472395454.15929,3281196664.4339724,142634677058.1868
6766987318.366889,2036,230432449012.9536,2046.0,50_percent_of_peak,58,3893158042.291476,6420121838.517056,3572414813.1118436,2737526112.0042357,2616439496.6330686,3346191073.716028,108201640564.02144
15766831555.42718,2077,747808847267.7728,,50_percent_of_peak,59,5491936524.045051,9071410201.359488,7892360751.956609,8850461371.86198,10417159783.784166,15627325067.41995,185411743856.68317
5381130979.619706,2035,248261995659.91605,2048.0,50_percent_of_peak,60,3323529860.1334376,5381130979.619706,2937778063.4874964,2597247350.070209,2729399079.879007,4344476181.7829895,88050521910.152
3477982271.900111,2036,77338838595.45898,2044.0,50_percent_of_peak,61,2175668357.301694,3342943956.0417104,1412613238.7679932,936748290.9014039,818605376.5276806,703114050.6552662,52053818964.7026
9942228928.98096,2036,370769701910.10376,2050.0,50_percent_of_peak,62,5641740856.382378,9824771583.141323,5815618204.37104,4885775678.531476,4826971670.928849,5678772333.572826,164400681218.19415
5198236984.285211,2039,200658453098.40338,2051.0,50_percent_of_peak,63,2453492818.28397,4364271080.673105,3734085535.1650906,2698892925.8716807,2261480529.0755157,2864945183.431959,87988448990.34567
6199550012.401332,2037,193424041884.10617,2046.0,50_percent_of_peak,64,3464162929.7583766,5653890534.267523,3207941533.781489,2171587886.681188,1902064989.9295907,2552749938.2425447,97609456377.65074
7770740185.352896,2086,361247853919.7496,,50_percent_of_peak,65,3080102702.311203,4782211827.88068,4093718186.866245,3702794151.222563,4101785738.234089,6994903745.803259,100570457796.84357
7160056156.458356,2076,367450733519.1229,,50_percent_of_peak,66,2728986323.2246957,5029055394.010747,5108591352.89999,4899671316.86993,5218675261.956134,7146559989.704316,110054600061.9502
10198811197.027443,2037,285798737134.1596,2049.0,50_percent_of_peak,67,5045233979.269521,9315381149.761744,6564239862.972902,4574858162.197957,3565373352.750859,2989644340.4834304,168525533982.87122
3519967235.253758,2038,150021952422.7836,2089.0,50_percent_of_peak,68,1752752807.7769544,3009029542.7829256,2558562326.4640465,2046810496.0615838,1941288197.9607456,2423566165.722741,61049173120.87755
