peak_emissions,peak_year,cumulative_emissions,turning_year,turning_year_rule,run_id,annual_emis_2030,annual_emis_2035,annual_emis_2045,annual_emis_2050,annual_emis_2055,annual_emis_2075,cumulative_emissions_2050
3106439479.6480308,2087,162559424301.20544,,50_percent_of_peak,50,1160945712.2679083,2156659114.0723586,2841384901.5831294,2328573159.1464334,2098023667.7420733,2786780936.3765063,53154424694.73608
2296363039.5222178,2092,106580320023.00757,,50_percent_of_peak,51,1034109696.1247003,1710931685.115872,1140979002.3957634,1063333605.9657192,1164255834.6167793,2025583046.2477593,31027141925.747833
2294207129.7898583,2037,115372456439.546,,50_percent_of_peak,52,1233998482.7385042,2137657092.7783957,1518819113.3273895,1341357399.367788,1382240980.71288,2015325248.9121358,39445126765.678085
3298731203.7572417,2080,172789082134.12823,,50_percent_of_peak,53,1789136176.0931265,2972325473.290904,2197827715.4573736,2074503636.9876487,2148192786.66472,3201254651.4568453,55097445049.949066
1446977167.701295,2038,70231627176.48666,2090.0,50_percent_of_peak,54,755551124.0163416,1244896026.7574275,1043242741.3691051,904105942.8732133,930724107.3793054,1292244696.6980505,25416203140.189716
1145486774.1768951,2073,53876197580.30188,2088.0,50_percent_of_peak,55,441119370.11481464,688627526.0932118,825037582.3030807,766415815.7577786,817992214.1109525,1138906133.5701668,16778771449.936403
3046547378.3685617,2089,121446307312.26135,,50_percent_of_peak,56,683182855.5838723,1022468429.0050927,1038717077.1113522,1164087251.3342664,1421524321.146191,2635185923.2249856,23783917192.79553
3518623162.8557863,2081,160650521540.54053,,50_percent_of_peak,57,1032586729.1186132,1832769958.025194,1730065567.9457428,1806141504.7056844,2048515207.044702,3366151898.2529635,38609163384.343765
2617571057.750597,2036,120510366466.18541,,50_percent_of_peak,58,1411579037.385674,2586773253.954343,1796814188.1346624,1501092077.2731352,1417042524.1967468,1937805845.0508804,45761467355.43437
3459190753.800696,2038,148651642386.26633,,50_percent_of_peak,59,1511192714.4309812,3118824556.9724083,2866073016.4838796,2328009393.3649373,1978877495.3156013,2086202415.6200178,62206297505.12328
4133077385.110584,2092,213888955963.5265,,50_percent_of_peak,60,2018401043.4524848,3660357701.523836,2889552318.345537,2616028777.8907814,2602688313.605036,3800404670.472683,68830197751.5677
3368382108.0359244,2084,145220484289.86853,,50_percent_of_peak,61,1019844312.1175352,1573300169.9848716,1277070155.9976153,1472407516.855356,1770668841.0853677,3108189407.7741637,31517467160.438484
3008894916.6334467,2092,121722554472.21266,,50_percent_of_peak,62,623087794.8948491,1065116258.8478196,1211367763.959742,1270024877.755478,1450426961.2700465,2580678587.4145865,25245770743.913204
2555024624.572899,2084,115013714841.14236,,50_percent_of_peak,63,924552037.8201864,1496534911.6501143,1074642960.1743302,1198601599.3115742,1413863903.6510136,2356758808.67951,27477659702.95915
2325595391.587714,2084,119262529600.07097,,50_percent_of_peak,64,1096902804.4743097,1967192488.7310812,1552324027.637852,1388537279.0968142,1429465528.7454283,2157635365.3325095,37823124485.48317
1517008392.706682,2078,71507379278.76338,,50_percent_of_peak,65,663502946.4723853,974568240.1279006,691650051.4291297,792859181.9039282,946682161.0654293,1492830273.1897662,18537670300.7539
3062518452.5664225,2040,110682067525.1882,2078.0,50_percent_of_peak,66,1409023192.0218148,2477127314.2182765,2429355873.726056,1911725659.0198197,1740084344.3993344,1681707645.6763122,53470501100.172035
2555247319.0144663,2038,111010860341.31047,,50_percent_of_peak,67,1121692386.0127242,2225162032.5621643,2038408962.999788,1640273679.0877314,1425910252.6485498,1647325403.0828738,45057351600.7178
