peak_emissions,peak_year,cumulative_emissions,turning_year,turning_year_rule
9055492369.948643,2035,252228555063.90927,2046.0,50_percent_of_peak
6519593465.951804,2035,186316373841.2484,2067.0,50_percent_of_peak
5293244722.372925,2038,166541848758.25226,2067.0,50_percent_of_peak
7504938807.285883,2038,166740064111.1184,2049.0,50_percent_of_peak
6760841427.818602,2038,168192916972.7245,2051.0,50_percent_of_peak
7213357099.142905,2035,126082341624.89125,2044.0,50_percent_of_peak
7399725333.583946,2039,188328206857.6537,2050.0,50_percent_of_peak
16175653619.768753,2037,341242183576.78296,2049.0,50_percent_of_peak
7009804026.852987,2038,246728352071.6601,2077.0,50_percent_of_peak
10780704614.857468,2037,288502084792.7592,2047.0,50_percent_of_peak
8020859685.259481,2037,186051814202.52197,2048.0,50_percent_of_peak
8226783348.796087,2035,171401356475.1475,2044.0,50_percent_of_peak
8250066935.673022,2035,200849519990.2912,2046.0,50_percent_of_peak
9249329288.03431,2037,227013134117.01025,2048.0,50_percent_of_peak
7014399722.51364,2037,150625501058.30264,2047.0,50_percent_of_peak
9293616913.286629,2036,197332343727.33408,2044.0,50_percent_of_peak
7039225422.021945,2038,166371565241.23505,2048.0,50_percent_of_peak
8589664644.625974,2037,230074178429.50726,2049.0,50_percent_of_peak
4591189782.504485,2035,122798466661.04971,2063.0,50_percent_of_peak
7125012133.306889,2039,204200434148.6365,2065.0,50_percent_of_peak
10637310120.459282,2036,194854466631.64908,2045.0,50_percent_of_peak
15091067125.624044,2038,348506201733.4488,2049.0,50_percent_of_peak
8951851449.83319,2035,182153267031.00275,2044.0,50_percent_of_peak
7816708116.744082,2036,186148171917.01086,2046.0,50_percent_of_peak
10126641821.438377,2037,219810232226.54764,2047.0,50_percent_of_peak
7753721429.250718,2035,216321075638.7517,2047.0,50_percent_of_peak
10204089493.478695,2036,230080403306.0523,2046.0,50_percent_of_peak
17798035530.77607,2038,408518952702.4298,2051.0,50_percent_of_peak
10494754141.64545,2038,225475803598.21954,2049.0,50_percent_of_peak
8617106727.940363,2037,238307681020.82025,2047.0,50_percent_of_peak
10922341992.230246,2036,240605341067.35315,2045.0,50_percent_of_peak
7245914528.032854,2036,159244193800.06592,2047.0,50_percent_of_peak
7797951136.187356,2037,164620376407.75955,2046.0,50_percent_of_peak
13404314847.759253,2036,237530547881.54642,2045.0,50_percent_of_peak
7878610680.884775,2037,178437694287.88965,2047.0,50_percent_of_peak
