Year,ATS Total Power (kWh)_p05,ATS Total Power (kWh)_p50,ATS Total Power (kWh)_p95,CAV Total Power (kWh)_p05,CAV Total Power (kWh)_p50,CAV Total Power (kWh)_p95,ECAV Power (kWh)_p05,ECAV Power (kWh)_p50,ECAV Power (kWh)_p95,ICECAV Power (kWh)_p05,ICECAV Power (kWh)_p50,ICECAV Power (kWh)_p95,STI Power (kWh)_p05,STI Power (kWh)_p50,STI Power (kWh)_p95,ECAV Sensing Power (kWh)_p05,ECAV Sensing Power (kWh)_p50,ECAV Sensing Power (kWh)_p95,ECAV Computing Power (kWh)_p05,ECAV Computing Power (kWh)_p50,ECAV Computing Power (kWh)_p95,ECAV Communication Power (kWh)_p05,ECAV Communication Power (kWh)_p50,ECAV Communication Power (kWh)_p95,ICECAV Sensing Power (kWh)_p05,ICECAV Sensing Power (kWh)_p50,ICECAV Sensing Power (kWh)_p95,ICECAV Computing Power (kWh)_p05,ICECAV Computing Power (kWh)_p50,ICECAV Computing Power (kWh)_p95,ICECAV Communication Power (kWh)_p05,ICECAV Communication Power (kWh)_p50,ICECAV Communication Power (kWh)_p95,STI Sensing Power (kWh)_p05,STI Sensing Power (kWh)_p50,STI Sensing Power (kWh)_p95,STI Computing Power (kWh)_p05,STI Computing Power (kWh)_p50,STI Computing Power (kWh)_p95,STI Communication Power (kWh)_p05,STI Communication Power (kWh)_p50,STI Communication Power (kWh)_p95,Electricity Consumption (kWh)_p05,Electricity Consumption (kWh)_p50,Electricity Consumption (kWh)_p95,Gasoline Consumption (kWh)_p05,Gasoline Consumption (kWh)_p50,Gasoline Consumption (kWh)_p95,Clean Electricity (kWh)_p05,Clean Electricity (kWh)_p50,Clean Electricity (kWh)_p95,Fossil Electricity (kWh)_p05,Fossil Electricity (kWh)_p50,Fossil Electricity (kWh)_p95,ATS Emissions (kg CO2)_p05,ATS Emissions (kg CO2)_p50,ATS Emissions (kg CO2)_p95,CAV Emissions (kg CO2)_p05,CAV Emissions (kg CO2)_p50,CAV Emissions (kg CO2)_p95,ECAV Emissions (kg CO2)_p05,ECAV Emissions (kg CO2)_p50,ECAV Emissions (kg CO2)_p95,ICECAV Emissions (kg CO2)_p05,ICECAV Emissions (kg CO2)_p50,ICECAV Emissions (kg CO2)_p95,STI Emissions (kg CO2)_p05,STI Emissions (kg CO2)_p50,STI Emissions (kg CO2)_p95,ECAV Sensing Emissions (kg CO2)_p05,ECAV Sensing Emissions (kg CO2)_p50,ECAV Sensing Emissions (kg CO2)_p95,ECAV Computing Emissions (kg CO2)_p05,ECAV Computing Emissions (kg CO2)_p50,ECAV Computing Emissions (kg CO2)_p95,ECAV Communication Emissions (kg CO2)_p05,ECAV Communication Emissions (kg CO2)_p50,ECAV Communication Emissions (kg CO2)_p95,ICECAV Sensing Emissions (kg CO2)_p05,ICECAV Sensing Emissions (kg CO2)_p50,ICECAV Sensing Emissions (kg CO2)_p95,ICECAV Computing Emissions (kg CO2)_p05,ICECAV Computing Emissions (kg CO2)_p50,ICECAV Computing Emissions (kg CO2)_p95,ICECAV Communication Emissions (kg CO2)_p05,ICECAV Communication Emissions (kg CO2)_p50,ICECAV Communication Emissions (kg CO2)_p95,STI Sensing Emissions (kg CO2)_p05,STI Sensing Emissions (kg CO2)_p50,STI Sensing Emissions (kg CO2)_p95,STI Computing Emissions (kg CO2)_p05,STI Computing Emissions (kg CO2)_p50,STI Computing Emissions (kg CO2)_p95,STI Communication Emissions (kg CO2)_p05,STI Communication Emissions (kg CO2)_p50,STI Communication Emissions (kg CO2)_p95,Total Vehicles_p05,Total Vehicles_p50,Total Vehicles_p95,Total EV_p05,Total EV_p50,Total EV_p95,Total ICEV_p05,Total ICEV_p50,Total ICEV_p95,Total CAV_p05,Total CAV_p50,Total CAV_p95,Total ECAV_p05,Total ECAV_p50,Total ECAV_p95,Total ICECAV_p05,Total ICECAV_p50,Total ICECAV_p95,Total Infra_p05,Total Infra_p50,Total Infra_p95,Total STI_p05,Total STI_p50,Total STI_p95,Incremented Car Number_p05,Incremented Car Number_p50,Incremented Car Number_p95,EV Fraction_p05,EV Fraction_p50,EV Fraction_p95,Clean Energy Fraction_p05,Clean Energy Fraction_p50,Clean Energy Fraction_p95,Cumulative New Cars_p05,Cumulative New Cars_p50,Cumulative New Cars_p95,__uncertainty_injected
2045,733696667.06627,1030483536.4408885,1736682201.0325992,467033305.4078226,693797554.9241571,1260907850.989541,899180.2525842942,8420020.387719726,31235634.7929567,460776722.4353786,689006259.0068334,1244904650.943895,261370851.18866667,348882087.55673224,477613830.8782346,434785.9444937379,4597053.418116039,17925993.242711954,382067.5994853675,3223981.7660098383,17241919.117043853,31139.093846699936,344490.9573421333,1297708.3299297225,307551161.2146074,373602184.32804537,461332627.22941124,76844960.03253473,275729396.38868403,850750968.6742876,23479163.06574885,27855446.024878033,34264279.30741963,19054088.03138846,23962683.878957637,28880271.85582283,217036885.0581357,301163569.8276636,432846968.8534514,19217919.953398094,23388290.08935679,28616541.705641367,271786044.82595694,359548765.3126545,507227031.9962956,460776722.4353786,689006259.0068334,1244904650.943895,214062915.2945357,336230916.4022389,492289654.48691726,0.0,0.0,104934452.37437811,747764487.1796875,1103612272.200224,2260683922.4271526,738477976.986338,1092565132.938136,2246927026.1122975,38598.063276578076,404775.0546054974,1974841.5860950178,737823526.3343093,1092389349.910996,2246840497.478585,6426613.046516083,13683729.49029772,64366078.02631843,20147.830849735972,190737.85866013038,1135379.9236964288,17636.752977644857,145860.71003347138,1204066.666112615,1370.5962476548789,13689.07169720245,82594.64107161314,484663657.6514457,606696335.8700519,813298655.9640604,123055811.15795815,433966177.666718,1384921371.102327,35977746.936577134,45929824.36671828,58923082.16225267,443865.88562201266,886834.7450008555,4238260.397239466,5342342.784968791,11959158.187923271,55452472.30050121,458655.57953719364,882873.845150947,4083204.7991801384,7157212.665447858,8392915.705470612,9874405.911487177,9980.907584578701,114964.04984408093,384131.4823201123,6998232.888127385,8234953.778241783,9718390.845571253,1215394.9942152668,1426849.2981909993,1678138.1166883768,2420.3,26981.0,105939.64999999997,1170905.0039079369,1392811.2999119754,1633255.4359541016,143361.0,171441.0,200960.9,29182.30228426879,34898.21559501765,40907.23230947546,601841.3338579357,702205.0509276292,827669.724971786,0.00157964216559472,0.019659776383819334,0.07092876531924158,0.683974388279173,1.0,1.0,12139355.668175925,14318325.595145311,16847133.227634877,1
2046,743653677.792226,1017146720.9971509,1689833132.1339042,472044201.5195534,674821261.5605485,1208016881.4665394,944557.5348203634,8843257.711901711,32358622.117349945,464785078.88442206,669486354.1795745,1194030199.4846852,263578492.1216069,351526460.88851935,481302930.1263803,495224.3251414438,5154435.620938274,21008114.384943005,293318.0003922754,2885116.6951665264,16231894.949827584,35675.542280618974,387442.078115319,1548901.3167016527,327719179.50289655,396873681.19378847,491653784.66403335,58453087.92243231,232328962.43032476,770545084.3164455,24993011.624476936,29659895.65548055,36489664.03358907,19958251.097541254,25099771.820062824,30250711.370402116,217147126.4777316,301414847.8657816,435401765.3143033,20129857.244834926,24498121.640697796,29974466.579749167,274891137.0313857,362420946.0087165,511546494.5697391,464785078.88442206,669486354.1795745,1194030199.4846852,223356004.7227521,345151115.1457978,496663974.8374592,0.0,0.0,95640936.27240665,751688912.9398055,1087330647.3562646,2180898709.0594316,742352523.1357152,1076071321.3303537,2167008355.9958463,39409.769760357885,373577.82816939714,1927213.6884332725,742169263.9587973,1075193770.4500778,2166917455.7624907,6413886.717826282,12860669.55127564,61797779.77293056,21749.131245170018,207485.04198237445,1085660.3304394886,11954.667796825848,117847.82265265692,939669.7052868945,1495.3425408083128,15455.29189160842,87296.84674318033,512677488.6216366,645781515.1339613,866178191.3808151,94356417.99650215,366795450.038316,1258011411.1592627,38312283.987447456,48894494.02254379,62773825.16793461,462262.50827164995,883211.5317016512,4136039.2666512146,5198608.074275964,11136320.129788475,50965728.5280038,480419.90824289125,885832.4907326407,4003176.6809898457,7181032.310433168,8403653.05017198,9890696.554810908,10737.313758254591,122173.70121107764,430974.01239853044,6971659.359916665,8249093.978006553,9727642.274179105,1332542.1648589903,1563603.3521245308,1838798.7292787884,2848.85,32042.5,128985.34999999999,1277450.9647493693,1519124.7538409159,1785371.9111708726,143361.0,171441.0,200960.9,30567.073881171058,36554.22125446843,42848.38050464651,601953.4681292792,702306.3758838563,827823.7518213223,0.0016913550830727436,0.020779772216141974,0.0769878073124026,0.709561291800593,1.0,1.0,12686219.369631127,14960432.300983123,17602707.7958073,1
2047,757715308.3117884,1008714656.1259837,1649628706.997125,474047837.8327199,659174362.8810992,1164315219.8822043,1003967.4214954838,9547227.287692254,34750457.783364646,467467042.003576,652317139.2371659,1149891385.0719204,265755732.51952785,354069244.572322,484766374.96507496,561740.2321362942,5855824.069944641,24148291.31282379,244088.0781378653,2550377.512256146,15214541.236572482,40701.6027055845,443518.0681317386,1762150.580064769,347864052.4197533,420932957.9827006,522888428.6571876,44258339.43048462,194851614.54385054,694536587.6054083,26508081.64258461,31432375.36122985,38712751.662392415,20862096.893828556,26236460.75820977,31620669.99920235,217229216.39779496,301662977.85098195,437594864.98511845,21041474.53843882,25607563.75331895,31331914.959452037,277676700.3796475,365290388.52928996,515579944.6832235,467467042.003576,652317139.2371659,1149891385.0719204,234350340.14838365,351109070.5292114,500786111.8953432,0.0,0.0,89194366.9526459,762999766.2387561,1088667932.3215227,2103621725.9864552,747088264.694478,1061001135.0456812,2090244898.7759495,39965.042889883574,364872.5760454179,1864259.3504839237,746937992.5878001,1060311804.5736947,2090149400.3742397,6461725.676514587,12619636.090228848,56716125.45475013,24488.290975346557,227392.14671393263,1063609.726653379,9345.5413120493,95815.3784482188,780590.9299708109,1609.6136452922797,16995.120419611467,82039.2037950763,540256283.449605,683722549.8684142,918887834.7836382,71985753.66532466,307879506.79480624,1113760683.2810574,40643085.67648974,51920579.25011459,66626703.91546499,483196.90892833006,918110.0668449323,4001480.7660792544,5199120.149555774,10867134.636746243,48395181.76731073,502176.59986862016,912909.0661701837,3870506.282190346,7204932.67127242,8414405.369814776,9908803.62305078,11549.512452711762,131215.14277612808,469276.59535792534,6969902.911307549,8269911.398547092,9732698.457908535,1455060.545224812,1706504.8240060003,2006787.4534280414,3339.0,37959.5,152163.6,1387627.8941718473,1649328.3882623133,1943351.151134231,143361.0,171441.0,200960.9,31951.359563181715,38209.645823281346,44788.84755296492,602096.392771496,702438.4669474103,828008.670143757,0.0018157207851690425,0.022401278157646788,0.08302503978214323,0.7361058677878405,1.0,1.0,13233194.0398918,15596600.630271386,18351273.095841583,1
2048,774615609.4265056,1005459115.9007831,1616307186.7439213,484445870.6317903,652062634.5943664,1127686770.2397192,1074097.982536513,10060076.735229947,37260153.97404038,475031428.1762777,643804928.6367455,1112674595.7606018,267910088.6338639,356531120.8628068,488044070.43658394,635043.164125775,6687913.860858645,27668865.684586093,211455.02345648955,2241000.7071236894,14432000.33505809,46293.823375067856,504313.24587087845,2074994.8012991475,367977347.4874605,444731523.7215868,554170579.1613543,33397984.89706547,162711045.56659222,623560461.4250784,27940244.20532207,33251466.18172208,40933133.34328038,21765614.454911247,27372736.903236784,32990131.122064427,217290347.34960803,301858571.41195136,439355508.63322455,21952760.774587866,26716602.967613496,32688870.376363594,280887679.54894584,368292086.6506411,519384672.4442315,475031428.1762777,643804928.6367455,1112674595.7606018,246824660.0206922,354849822.12422127,515203119.8142328,0.0,0.0,82957120.81552416,772497867.3564138,1086640108.4217758,2028972215.2656567,761256096.3845022,1058976443.5045118,2016287545.725877,41585.30776010698,368543.24013297446,1759092.5167762751,761137866.834991,1058927922.4912694,2016273179.8573472,6508469.891449976,12096320.874981098,51383394.19460999,27007.270974287792,253885.7162571997,1182790.4656829997,7590.971885717038,81445.47315385443,576633.3332238696,1793.750743490649,18756.536422789286,92977.16474777278,567091102.5050151,721495540.8652918,971390065.8499064,54698096.09769891,257404886.18759537,982388805.1982152,42964161.21639971,54829461.01538358,70481558.28992896,499956.44506474177,908283.8789055028,3827549.3492380385,5199475.468365728,10411304.797170721,44946674.11047879,514178.41272810457,912950.9226993779,3699361.5235645804,7220486.795712005,8425172.68672847,9929183.172019526,12421.6699821115,139968.17556421127,515592.54907151463,6966959.514437007,8284498.788921308,9736240.963712819,1582964.1457856314,1855366.758192603,2182116.3582516196,3900.0,43943.0,173972.79999999993,1501215.7324109129,1789002.0726701266,2106997.0023590135,143361.0,171441.0,200960.9,33335.14253632772,39864.469218061815,46728.60991293798,602283.2744424202,702614.4907290903,828237.6468302904,0.0019495712875167374,0.024133646476510194,0.08953572928250998,0.7624166054348224,1.0,1.0,13775340.16612638,16226867.665990617,19092866.17421552,1
2049,789831315.7835199,1008969227.1687768,1588793597.831006,500139463.9940121,656146482.2221158,1094609287.3848405,1155713.7605482445,10750984.331650883,41619981.24438136,488825526.3063853,642739675.9548931,1071514090.6147889,270047158.44429713,358928505.90555537,491168826.67438686,717069.9301863033,7669054.274722038,31630856.585531786,181753.42697070062,2016495.3399095628,13177648.360336192,52581.448514816955,572659.7013461699,2436297.0448837783,388824340.8426804,468933268.15496695,583821388.4616882,24940419.164924126,134293511.7760527,556734016.6178007,29367569.15576199,35138693.404388934,43199216.46280772,22668792.31914864,28508585.840826456,34359077.3665852,217335872.9315997,302010247.9915598,439975665.12762266,22863704.393091265,27825225.21478019,34045315.61672277,284047771.9307586,372135623.4286132,523408525.98548293,488825526.3063853,642739675.9548931,1071514090.6147889,254943184.0461891,360321643.14843166,519353590.7356036,0.0,0.0,76298557.31950149,784873709.5506991,1073682704.9448683,1963801879.747611,772918505.1951928,1058483734.9431666,1949571375.8085513,41615.45631995617,384919.1614174596,1730816.309627618,772829082.3966321,1058295575.7455115,1949465775.4605622,6212451.6570060775,11884692.091743156,45779093.85811568,30466.332914343468,271660.1739095922,1348437.840402645,5973.998934053863,68069.23347077737,490640.7955420857,1997.0441977912262,20638.104136897055,102991.57032235134,595126639.2701886,760873489.7613857,1025616767.9390868,41189823.17910352,213878977.74022597,860743791.7659235,45336037.947932586,57786885.667717226,74417694.37792052,515931.7089959242,924883.2816445886,3612258.1255319375,5023789.930127252,10031512.797267184,39851020.023358725,519949.1976454133,922603.3992247871,3487959.6423443328,7232661.942698029,8435955.023277368,9949604.658220425,13387.886840181627,148898.58274978242,575713.2810702866,6962427.915794971,8278436.3850131165,9737545.674917558,1721017.5038106716,2012627.9425091026,2368122.972513323,4550.75,50006.0,197334.9999999998,1620481.5327992905,1941701.8083666284,2285449.1808828693,143361.0,171441.0,200960.9,34718.405246525,41518.67044642191,48667.64297756283,613584.5321666712,721940.3051010896,848438.0936723416,0.0020932891238437013,0.02564086473283774,0.09655700802498197,0.7844262702946062,1.0,1.0,14331739.443886422,16862345.028767545,19840857.35520222,1
2050,804983433.9539387,1014902927.4308596,1568089248.7674222,518170755.50333005,666461381.8775144,1060009439.2563955,1248042.8898555564,11592819.836353242,46240354.189733274,504972599.1891698,652949985.3851669,1033543451.9515796,272171108.93686527,361274430.588827,494167618.85291135,809070.9815381542,8837912.808700737,36053374.76258109,144153.93902151988,1746968.9506311575,12158659.483849037,59558.03820698355,650607.6837952437,2832685.105400929,408909134.98674047,493451136.67091805,614614051.7057434,18554251.8715193,110042567.50742829,495456630.9457419,30771319.79361606,36963352.05287945,45457966.47062938,23571618.501055002,29643992.49786665,35727490.56636983,217369778.41060305,302127867.5938705,440483316.0289185,23774293.305408996,28933415.78301457,35401232.6800274,287319520.4011147,374943606.40642405,529286125.0603931,504972599.1891698,652949985.3851669,1033543451.9515796,264347825.30238628,365284587.4252689,526349900.1500964,0.0,0.0,69242587.14581876,802069473.5346445,1078615168.773518,1901805579.1375313,793316680.444191,1066719903.1088963,1887477366.8486593,44916.63954804278,405411.19228675775,1854288.4632873235,792589259.5829806,1066320473.4895272,1887366073.5555441,6254429.050094318,11737953.856813826,42216880.50670496,34278.138918832134,304558.23328584945,1425596.467453437,4549.048108350199,61470.8237941159,444719.83516069024,2197.283223672563,23305.73106131732,104186.16314296058,622529641.4862157,800629694.4653475,1079529799.4884295,30894427.547204044,177094363.6050877,761528568.0233953,47701158.37766524,60666296.126978144,78354330.16245581,515281.870899674,958744.9563360862,3349912.782755123,5025106.787622722,9691781.981395805,34758925.0642629,511040.65044309787,955263.3578780295,3263244.18584814,7244857.658326909,8446752.401860688,9970068.168002708,14425.336811259724,160453.2418553818,642490.7666747042,6950473.751847228,8274161.665395072,9737022.593963774,1864641.8670274068,2176185.1042177035,2562199.965417351,5292.3,57827.5,233941.69999999984,1742667.9668208484,2099604.3060028357,2471458.57476502,143361.0,171441.0,200960.9,36101.12933739421,43172.22755653351,50605.92101519342,613649.8628373179,721990.6391638033,849173.3694386872,0.0022476017199477985,0.027886623543811773,0.10412892061089751,0.80707225119325,1.0,1.0,14883054.40782427,17491701.679981865,20581635.447126858,1
2051,826718000.7120771,1025880690.5027149,1549838741.3975117,533060090.4731445,676838935.7848023,1030790950.1160395,1332209.8848339405,12475089.815919954,50075969.18339731,522928258.917237,657857814.9478106,1000266549.3948667,274285039.49320227,363579238.903528,497062623.3095017,913952.8248593053,9967423.809727367,40991225.08303989,124867.84415700143,1549909.341182028,11205266.0054179,67291.76503585171,738285.9726118414,3220568.1662487593,428233096.31161535,516377911.7974522,645811768.9043815,13927927.401536882,90011927.94431263,439645482.27848995,32148603.448662654,38737935.05374226,47631405.81446583,24474080.461960237,30778941.10555295,37095351.71656224,217395030.74556002,302219076.6203021,440899026.32036746,24684514.865060292,30041159.281495903,36756602.73497082,291128405.4023052,377778603.29764867,535347147.1610821,522928258.917237,657857814.9478106,1000266549.3948667,270717109.98301643,374483705.34153616,529838886.96776766,0.0,0.0,61799352.00346061,819478032.4958977,1107832336.4530864,1846589343.0726485,812182122.7224772,1093386493.3945007,1832169505.04032,48594.43422244345,435181.27108624845,2051507.2002942169,810599108.3185406,1093131637.6092467,1832051905.1125333,6278291.427420543,11683334.057075642,38539266.900393166,36578.51612107035,337461.3732760423,1491523.004772473,3787.7345823561645,54752.11759145315,422076.15093213366,2436.936404881686,26194.291585262647,115365.24784677423,649267342.8116415,838902487.2142233,1133074372.5182793,23206263.253767047,146184412.8865149,678215435.6234123,50058519.7087594,63508230.583482206,82277860.54977785,535009.9302015937,992057.4125952523,3041966.803197407,5026110.154649519,9581972.410285693,31519399.42181931,530476.8618171788,984920.3452433527,3077984.7378525576,7257073.977400914,8464306.129111629,9990573.787893515,15539.276993877053,175529.5717697597,700819.0315046513,6933164.299005645,8258694.923284867,9734517.281315377,2011243.4160439018,2346039.5360274552,2764180.895429638,6135.7,66996.0,276982.4499999999,1867766.0063197531,2260323.8162729274,2663934.4894942995,143361.0,171441.0,200960.9,37483.29560532614,44825.117583392406,52543.41710655189,613717.0685047843,722042.8105703397,849914.2722017638,0.0024132901290325783,0.030397126943456886,0.11400458410156337,0.8326559886316498,1.0,1.0,15429284.548092293,18117064.523549676,21315201.10455878,1
2052,849883378.2095956,1041168572.7634008,1529857830.593912,552693698.8739372,691926311.7599553,1009759476.7345439,1429851.4075757756,13630405.727000736,55429778.37997933,538928841.8775113,671488480.3541715,983048551.9012172,276391252.8829509,365851141.72623646,499872069.59927917,1030143.2694517255,11231609.404393023,46499728.918628916,112874.32794263208,1360457.9595747837,10295675.834450927,75844.07826196168,823588.452148708,3652429.7922657053,447131425.8656253,540426463.8349209,676876266.972832,10458211.478198647,73708146.52900353,388754755.56753856,33499617.84678098,40477988.45790179,49783679.176785596,25376165.078741524,31913415.160065092,38462640.92645159,217413838.97641975,302289804.8156678,441239579.3190736,25594355.83608636,31148439.60200619,38111406.07248107,294473487.4069217,380820824.52649677,539250606.6958467,538928841.8775113,671488480.3541715,983048551.9012172,276073306.0702344,377816603.5822798,533139319.1194163,0.0,0.0,48092761.660036504,833734201.869224,1129538423.282938,1805200752.130545,823401756.985474,1116696264.0971885,1787333102.7904897,52305.41465528274,463271.5735887756,2037189.5357747239,822426342.304845,1116053430.2629557,1786771663.4998493,6316834.3631646205,11541765.154833496,34668938.964104325,40148.061915159495,377740.24012997525,1537902.6918889652,3194.5641064169745,45615.47690289508,387252.31256244594,2703.478312458855,29165.634762479538,124327.22369306366,675256024.8907381,877922304.5004694,1186189304.1731646,17421634.038518272,120339553.4576486,602505407.8203411,51767367.479697615,66317713.24322444,86193377.16540894,549872.339369548,1017795.7446404423,2686328.5706252344,5026874.706994611,9564940.011649802,28166136.67040452,550029.5889297448,1008523.5141091318,2860514.5474527217,7269310.934781272,8485658.324356424,10011121.604598254,16735.353982314915,190551.80720860278,757374.5130497027,6913488.426467587,8253592.02860514,9729730.962965244,2162936.7660961524,2522192.7668723157,2973669.8893966894,7092.0,77346.5,327018.44999999995,2005739.7889399412,2423558.157379546,2855302.467818452,143361.0,171441.0,200960.9,38864.883951592536,46477.316491549136,54480.10307759845,613786.9083705647,722097.5784436674,850661.5813904724,0.002591192985321266,0.032590678513638276,0.12373099239396669,0.8605236183310166,1.0,1.0,15970429.948368829,18735872.83337162,22041555.584847894,1
2053,870837131.0499889,1061444183.963553,1532901246.9488654,571989106.307228,710547181.7230029,994492661.4293717,1542152.8783827275,15244285.76059895,61504742.42299587,553055209.5071808,687316345.4354317,977165917.8972118,278491457.3456914,368096656.0392847,502610941.1795383,1158693.1168355104,12777275.237379495,52639503.52881955,96853.74060860056,1174118.2121554646,9636568.77821042,85300.83851118184,924418.4681842078,4133601.07718627,461761169.1059247,564415171.2840781,707920113.1050587,7828342.633761069,60216647.20649187,342602031.6863765,34810933.23836102,42225793.36517465,52074146.69782137,26277858.61048138,33047397.38063576,39829337.36893604,217427847.96452057,302344650.6530287,441518675.3404151,26503802.35942179,32255239.878004055,39465622.05564614,297795550.9846038,385371892.2808822,542851679.1302139,553055209.5071808,687316345.4354317,977165917.8972118,289414401.5980247,383323830.800128,536487449.22598416,0.0,0.0,38467219.72503782,851525564.7086958,1140017921.4646754,1786141822.1123235,837052934.6006839,1129309755.9023852,1768294197.4462788,56068.59274254534,492047.87185485614,2268513.0235916274,835191155.650861,1128989810.084261,1767542575.0221255,6355047.8834626265,11421525.238265615,29929936.707181614,44586.21196010582,413818.94037410093,1697407.9742565523,2872.3921653212033,38702.78765852201,357094.6844236679,2980.8319204904064,31544.35703785612,133627.13572957297,704581880.1966684,917650149.6445616,1238807379.7793934,13037913.21413388,98823766.67215458,525781399.8352864,53526416.050381765,69172186.22857049,90104328.80158022,569411.0021325654,1034356.1388294124,2354994.3072748114,5027457.321749615,9526555.997739749,24655944.836184837,569573.8392553768,1031170.1518452091,2609577.711797301,7281581.817342357,8514000.043417111,10031711.705000984,18024.415053801597,200302.8913498951,796747.298000218,6891240.57153789,8257914.110006357,9761200.379621213,2320061.312106946,2704646.671957409,3190670.265424101,8175.150000000001,89042.5,380413.6499999999,2121459.3308295025,2591181.9486916694,3059585.8941532425,143361.0,171441.0,200960.9,40245.873331281306,48128.79911404216,56415.94942794964,613860.4669328494,722156.0272033121,851416.4018382464,0.002782210749152478,0.034712092866623356,0.13270745556561417,0.8893249606735846,1.0,1.0,16506491.535478495,19343289.50568426,22760700.99780609,1
2054,892008877.9352776,1084991164.2534244,1529296161.610127,592724027.0979568,724018737.9221473,1001496133.2386518,1670491.117872172,16756066.153992351,67786355.85381442,558386804.4632809,702613172.4560295,964662627.6460196,280586917.27818376,370409372.94383514,505291551.6114601,1300839.6626934141,14431382.186245479,59785940.374767095,82664.79795049457,1014329.3874822443,9198289.39437218,95760.24022719626,1035989.2020278326,4660796.756849144,476670331.9134575,588478657.7332133,738943087.8326586,5843000.098204824,49093861.73476455,301320970.3630117,36048949.55632045,43965993.805748224,54363897.493929036,27179146.662896015,34180869.66481517,41195419.22660671,217438282.56537,302387180.2021467,441747500.81720597,27412839.917017054,33361542.440961666,40819229.06629036,301457540.2811453,389436206.6915015,546217322.5459254,558386804.4632809,702613172.4560295,964662627.6460196,295255492.87030214,387618545.3040322,541091116.5892477,0.0,0.0,30781335.70166634,863578926.8087007,1156949548.510415,1763566360.903167,852914708.2627734,1148657078.3059783,1747730925.2458322,58735.417176512856,539587.6064859445,2533363.645526462,851145004.5086787,1147568702.1002474,1746447078.6056452,6393000.1997679,11502607.447349425,26156776.75498442,47897.45117871527,458363.9196700032,1965414.5111840505,2494.548803634106,34443.08193941285,327953.4324635773,3280.106691695466,34571.53238327932,140115.9238552238,731370842.0933889,956824156.9005018,1292620190.375742,9729119.171675839,80980931.68364722,454992577.2349431,55560968.37515543,72087325.59857553,94020197.6788268,588940.8786245114,1069202.7597870699,2413113.865532834,5027901.321866241,9529102.67811969,21259109.792301,589109.3007972867,1047922.101355734,2364910.7320924625,7293944.643087564,8542436.525728062,10052344.176164769,19409.732232142356,213100.14066998736,843596.5097352401,6866219.602702034,8252865.751818286,9771013.912639946,2482619.733176805,2893941.559243439,3415185.8542713565,9401.1,101200.5,439215.2999999998,2258528.6517300587,2760528.057757537,3278643.6219502958,143361.0,171441.0,200960.9,41626.24169881672,49779.53908724714,58350.92525450949,613939.2933992911,722219.7059780695,852180.3031963633,0.0029873102650477177,0.03676814150018437,0.1423356238969391,0.9190913296237688,1.0,1.0,17037471.43191761,19944569.504072994,23472640.658298288,1
2055,916526367.4743418,1108977013.9785166,1529630905.4183428,608881783.6765101,738279915.0355163,1013358381.2194295,1816212.2894737106,18451689.36626272,75979177.93250017,560225961.4087158,719226257.8249468,959133874.1256874,282678565.58995724,372763503.6783399,507924018.39012885,1457844.2520389399,15980840.172593366,68310590.873614,70128.96333460005,871643.8257352314,8765048.109009996,107311.98462022927,1162026.4176405156,5212424.323312954,481709062.8343288,611648755.5839684,769995763.7176738,4349687.9239464,39934459.37945183,265481966.17767242,37319135.96575615,45650043.754489556,56651425.79870087,28080014.150364492,35313813.04071837,42560863.63419539,217446054.9300021,302420158.90385807,441935191.96008706,28321453.293541193,34467328.7737567,42172204.44794758,305365553.81399494,393493986.69315296,549485079.0448037,560225961.4087158,719226257.8249468,959133874.1256874,301583171.277902,392495252.8346313,549369773.3441874,0.0,0.0,22688233.79439534,881989970.5260764,1184680818.1596391,1757719383.355155,872711476.8181926,1172762619.864037,1749504474.6137018,64113.69618965535,588764.797174269,2818713.380626152,872075540.233012,1172616849.6664386,1748327091.122692,6430744.38506244,11396626.723984879,24164174.679110177,52847.00959129802,501843.5875008941,2107272.3390695252,2012.5366770141786,29143.533018889248,301000.8797060948,3595.830344607693,38343.63254052216,149797.0713438722,748357812.7979634,995871492.0259333,1347901321.760972,7240786.799610084,66234904.49871315,392969655.2223461,57333142.07553334,74652481.20669252,98040532.78720462,608461.6419573143,1093008.6104376,2292788.455752451,5028239.7079787925,9434160.22656912,19024691.192891005,608635.646573921,1080395.9666851575,2354641.431506683,7306328.462388751,8570854.445398744,10073019.10533205,20897.745020935938,228219.31848775782,927561.6912602041,6864018.491734004,8243161.076838291,9759691.187178131,2650615.453277807,3090758.890748322,3647221.235653855,10785.85,116299.0,505790.0999999998,2379571.913321495,2938637.8877387615,3504689.514579184,143361.0,171441.0,200960.9,43005.96594980513,51429.50878133203,60284.99816994994,614025.6008480347,722290.8277671295,852955.5190955704,0.003209439262585522,0.03891379293457274,0.1526628507653471,0.9498550901782407,1.0,1.0,17563373.45363079,20539718.203123704,24177379.584090512,1
