Year,ATS Total Power (kWh)_p05,ATS Total Power (kWh)_p50,ATS Total Power (kWh)_p95,CAV Total Power (kWh)_p05,CAV Total Power (kWh)_p50,CAV Total Power (kWh)_p95,ECAV Power (kWh)_p05,ECAV Power (kWh)_p50,ECAV Power (kWh)_p95,ICECAV Power (kWh)_p05,ICECAV Power (kWh)_p50,ICECAV Power (kWh)_p95,STI Power (kWh)_p05,STI Power (kWh)_p50,STI Power (kWh)_p95,ECAV Sensing Power (kWh)_p05,ECAV Sensing Power (kWh)_p50,ECAV Sensing Power (kWh)_p95,ECAV Computing Power (kWh)_p05,ECAV Computing Power (kWh)_p50,ECAV Computing Power (kWh)_p95,ECAV Communication Power (kWh)_p05,ECAV Communication Power (kWh)_p50,ECAV Communication Power (kWh)_p95,ICECAV Sensing Power (kWh)_p05,ICECAV Sensing Power (kWh)_p50,ICECAV Sensing Power (kWh)_p95,ICECAV Computing Power (kWh)_p05,ICECAV Computing Power (kWh)_p50,ICECAV Computing Power (kWh)_p95,ICECAV Communication Power (kWh)_p05,ICECAV Communication Power (kWh)_p50,ICECAV Communication Power (kWh)_p95,STI Sensing Power (kWh)_p05,STI Sensing Power (kWh)_p50,STI Sensing Power (kWh)_p95,STI Computing Power (kWh)_p05,STI Computing Power (kWh)_p50,STI Computing Power (kWh)_p95,STI Communication Power (kWh)_p05,STI Communication Power (kWh)_p50,STI Communication Power (kWh)_p95,Electricity Consumption (kWh)_p05,Electricity Consumption (kWh)_p50,Electricity Consumption (kWh)_p95,Gasoline Consumption (kWh)_p05,Gasoline Consumption (kWh)_p50,Gasoline Consumption (kWh)_p95,Clean Electricity (kWh)_p05,Clean Electricity (kWh)_p50,Clean Electricity (kWh)_p95,Fossil Electricity (kWh)_p05,Fossil Electricity (kWh)_p50,Fossil Electricity (kWh)_p95,ATS Emissions (kg CO2)_p05,ATS Emissions (kg CO2)_p50,ATS Emissions (kg CO2)_p95,CAV Emissions (kg CO2)_p05,CAV Emissions (kg CO2)_p50,CAV Emissions (kg CO2)_p95,ECAV Emissions (kg CO2)_p05,ECAV Emissions (kg CO2)_p50,ECAV Emissions (kg CO2)_p95,ICECAV Emissions (kg CO2)_p05,ICECAV Emissions (kg CO2)_p50,ICECAV Emissions (kg CO2)_p95,STI Emissions (kg CO2)_p05,STI Emissions (kg CO2)_p50,STI Emissions (kg CO2)_p95,ECAV Sensing Emissions (kg CO2)_p05,ECAV Sensing Emissions (kg CO2)_p50,ECAV Sensing Emissions (kg CO2)_p95,ECAV Computing Emissions (kg CO2)_p05,ECAV Computing Emissions (kg CO2)_p50,ECAV Computing Emissions (kg CO2)_p95,ECAV Communication Emissions (kg CO2)_p05,ECAV Communication Emissions (kg CO2)_p50,ECAV Communication Emissions (kg CO2)_p95,ICECAV Sensing Emissions (kg CO2)_p05,ICECAV Sensing Emissions (kg CO2)_p50,ICECAV Sensing Emissions (kg CO2)_p95,ICECAV Computing Emissions (kg CO2)_p05,ICECAV Computing Emissions (kg CO2)_p50,ICECAV Computing Emissions (kg CO2)_p95,ICECAV Communication Emissions (kg CO2)_p05,ICECAV Communication Emissions (kg CO2)_p50,ICECAV Communication Emissions (kg CO2)_p95,STI Sensing Emissions (kg CO2)_p05,STI Sensing Emissions (kg CO2)_p50,STI Sensing Emissions (kg CO2)_p95,STI Computing Emissions (kg CO2)_p05,STI Computing Emissions (kg CO2)_p50,STI Computing Emissions (kg CO2)_p95,STI Communication Emissions (kg CO2)_p05,STI Communication Emissions (kg CO2)_p50,STI Communication Emissions (kg CO2)_p95,Total Vehicles_p05,Total Vehicles_p50,Total Vehicles_p95,Total EV_p05,Total EV_p50,Total EV_p95,Total ICEV_p05,Total ICEV_p50,Total ICEV_p95,Total CAV_p05,Total CAV_p50,Total CAV_p95,Total ECAV_p05,Total ECAV_p50,Total ECAV_p95,Total ICECAV_p05,Total ICECAV_p50,Total ICECAV_p95,Total Infra_p05,Total Infra_p50,Total Infra_p95,Total STI_p05,Total STI_p50,Total STI_p95,Incremented Car Number_p05,Incremented Car Number_p50,Incremented Car Number_p95,EV Fraction_p05,EV Fraction_p50,EV Fraction_p95,Clean Energy Fraction_p05,Clean Energy Fraction_p50,Clean Energy Fraction_p95,Cumulative New Cars_p05,Cumulative New Cars_p50,Cumulative New Cars_p95,__uncertainty_injected
2067,1163393714.1581328,1406689372.963242,1753780253.816092,793450632.7178236,1008677984.4791536,1265511764.396228,5209110.28308555,57332113.02707499,282315165.27804774,566445033.9425844,951896604.9535382,1222569090.009458,304359933.412085,399872887.3959554,537884538.1437813,4865606.298129715,52697777.57359998,261602510.09514514,5511.5924586826,167848.59315632036,3109277.773947816,312837.60153615725,3977753.3033284256,20267824.72190662,524386931.7143672,873414947.37773,1133833457.409224,92886.26212628283,2842749.0368916267,49326284.12472366,38529248.0411467,65200955.71118298,82815006.44192849,38850982.94607514,48859531.93823534,58886415.73924884,217468086.25467503,302528632.5296905,442718348.5693049,39185033.63365109,47688352.12173862,58348674.1506623,354129181.64055,471605122.24660134,734441415.533226,566445033.9425844,951896604.9535382,1222569090.009458,354129181.64055,471605122.24660134,734441415.533226,0.0,0.0,0.0,872166837.4146297,1552683454.8319957,2116714247.8217432,863030849.7672503,1542348386.58601,2098551410.0421343,170263.98864745913,1669610.728518636,9704524.955386344,855595217.7356845,1540297378.861388,2098134946.289342,6861142.321065184,12016307.190813515,20131561.068771485,155767.13326587237,1546615.265563209,9067796.080007715,166.85626425212425,4502.71461832999,104845.98357606056,10165.221993393448,116503.1001515776,611466.050750674,795972371.696116,1404922688.5663257,1935954430.494888,138749.8602499121,4231034.5761784725,73454433.91501261,59126720.02621079,105842352.78261527,142980786.56675124,841856.1596315166,1441964.4524944895,2396550.4149695034,4968823.5682793865,8986460.190427404,15888994.053968886,831321.8450825872,1430779.643302158,2326984.4775230903,7452106.523053879,8783596.516956652,10473333.128116785,48556.74871609427,542783.0156248258,2490568.0583549445,6076195.145713288,8077655.541239381,9823246.727593185,5120149.195297227,6024344.547059257,7084253.856810733,43478.600000000006,519422.0,2567198.199999999,3256969.2791551608,5416297.807725152,6570587.152035454,143361.0,171441.0,200960.9,59502.25098706649,71156.90746767716,83409.19713441431,624605.3440259718,740184.0792294415,884967.0205640491,0.007295816368113199,0.08497527380856479,0.4539786708412617,1.0,1.0,1.0,23399037.66373878,27330857.34595158,32229140.780425675,1
2068,1173290511.4495752,1435386424.680017,1781745016.475709,797926880.912683,1033417071.2744093,1299964077.385571,5677083.516108805,63075214.47341314,312927525.8151545,528081308.41572696,972446259.8878797,1248893135.5569627,306142089.7983863,402086466.81303513,540459472.4509126,5305076.194164587,57733199.52909288,289863075.8167302,4452.462646691943,143635.20742966078,2852004.536349648,338528.1792418578,4351498.01624446,22544277.66673833,489014156.0493709,892269240.1881458,1160452239.4372926,66810.38427053444,2267473.729215709,42234425.78638933,37829231.306097806,66345962.07034696,84775689.05582392,39744607.81426388,49983366.89625099,60240882.512358114,217468255.13773236,302529839.49343777,442733310.60718083,40086342.117002614,48785248.36856143,59690772.14389058,359266549.9103855,482089726.88416475,768185494.6541431,528081308.41572696,972446259.8878797,1248893135.5569627,359266549.9103855,482089726.88416475,768185494.6541431,0.0,0.0,0.0,842663999.2895327,1585997199.454823,2161315533.2163606,827847779.9631623,1572265513.8051038,2140104488.2590153,183058.29677751314,1845407.566340813,11017315.038922593,815458255.1556557,1570274180.3194823,2139911549.164417,6903287.512625863,12078679.847752642,20253067.795513004,168315.07447362255,1705829.288655551,10300351.151347931,129.19229635787426,3872.5665477125804,96084.16485662048,10985.126823026896,126785.0806757404,694567.3002414661,753099773.9097751,1439041501.098741,1992980888.5229816,99860.00721881031,3374076.185270164,63443177.940536425,55680770.06811898,108247222.79054065,146961210.90258667,861219.9837264896,1475131.5745614339,2451674.2982354006,4968851.114327534,8986687.33334406,15889435.926043924,850443.3657726935,1463689.499712424,2380508.250651046,7460785.325872291,8807426.83709963,10496242.353211025,52224.27976193703,578196.6517188321,2739783.846660736,5821698.188809457,8078545.7444425635,9802248.668960936,5363508.1978788385,6309580.078198744,7436961.634560614,47948.4,577318.5,2909457.6499999985,3151286.9675064487,5660827.662752492,6855801.097552318,143361.0,171441.0,200960.9,60870.88279926681,72793.61205620148,85327.72086645027,624685.769139745,740288.5482621407,885278.0074618821,0.007628631982066678,0.08973729889189921,0.5009157845261355,1.0,1.0,1.0,23852242.72340577,27882073.251158997,32859069.68373462,1
2069,1177707251.1214302,1464856223.3832712,1810355967.8155222,800192824.6492821,1055126736.9645923,1336153166.906975,6183249.505062231,68798594.67546095,351530222.2295072,480617875.11755824,992952679.3284845,1282225706.8832688,307922715.4693927,404297614.08534896,543029945.8082708,5780056.504928749,63647496.73533329,328765014.6176032,3595.5000661711015,123546.3408922712,2614750.5011938573,366286.5622269814,4722936.986627627,25058409.579377387,445160555.47263294,910805216.6843932,1186325892.0012372,46605.204607002284,1756888.3844720318,36143427.78322787,35193117.578282185,67935962.23424757,86780124.45298295,40637499.441449724,51106279.720269434,61594237.912439995,217468380.92033282,302530775.1694366,442745678.4152801,40986911.054757565,49881244.585256696,61031768.91297708,364598259.7934385,487327613.5649583,792179433.7654439,480617875.11755824,992952679.3284845,1282225706.8832688,364598259.7934385,487327613.5649583,792179433.7654439,0.0,0.0,0.0,805523806.1203785,1616520720.251918,2214797417.408902,790619986.0616788,1604773794.0626283,2197423315.6844325,196676.6905893647,2033030.6272168404,12500423.547804868,776751507.6411015,1604632592.1690454,2197214870.9023786,6945395.768134473,12140974.347427951,20373032.71150317,181747.1502125007,1880268.1354562654,11692169.97668181,99.99891357320803,3307.6923256171067,88019.74713757902,11862.896034865646,140199.73960191244,788404.5984350743,717673392.6242882,1474176888.6638217,2050717757.3365457,71675.51015225126,2648653.9181395983,54751032.546147585,54710191.55721635,110481164.62591457,150936484.9172588,880567.919331443,1508271.4821956633,2506752.951010418,4968872.671232399,8986872.036294244,15889796.050211435,869549.1967886349,1496572.352782722,2433988.1062175236,7469475.828353877,8828997.211266242,10519201.728272026,55287.69749745675,618050.4406366893,2963312.291850906,5577273.736287627,8074982.604390302,9785269.498922857,5612447.846232631,6601081.53995716,7798116.509098877,52818.700000000004,645120.0,3332993.6999999983,2997282.9307163907,5902530.147780178,7156632.755799467,143361.0,171441.0,200960.9,62238.39161567963,74428.97368868614,87244.67040296478,624781.3261455211,740408.1792538953,885604.8435542163,0.007979613614574152,0.09583198199005658,0.5424542341530232,1.0,1.0,1.0,24300213.803390786,28427211.357180648,33481684.528060075,1
2070,1188130592.1008227,1492495792.4395862,1838173946.0826895,818684659.9849381,1079834172.7878137,1366665901.7363849,6730442.676879753,75749452.44290696,398310910.4590803,435080718.0346252,1009909025.011928,1315906708.9045846,309701762.86964077,406506376.89155966,545596298.4754763,6293236.519378476,70063264.37527095,371785757.38529414,2850.869625381753,106228.33680043716,2389814.8095979807,396217.46031765826,5177851.724204361,27857432.88939932,402568382.2485126,931598073.806341,1214177259.3542516,32254.84066145268,1396548.559517947,30920759.186278336,31695715.31086245,69485548.767034,88777443.96616194,41529625.457812786,52228229.70155877,62946432.87657441,217468474.59936887,302531500.5129175,442755908.5586606,41886707.798772074,50976301.03889485,62371615.843036674,369176027.35613674,495367186.7306658,809977635.859531,435080718.0346252,1009909025.011928,1315906708.9045846,369176027.35613674,495367186.7306658,809977635.859531,0.0,0.0,0.0,760055387.9455446,1655655097.3465943,2272797710.830932,744929218.6564367,1642200189.7162235,2255527657.0391483,211172.28519794327,2238630.532908039,14175073.491463292,729479230.1472268,1640305409.8734894,2255302526.9955177,6983654.340270164,12203193.798530303,20492882.7560055,196122.76129013635,2081329.5735544497,13235266.276625056,77.39504902286161,2856.6528363450493,80608.74720564632,12802.411239347955,155050.66344508686,894320.0694393278,674117221.4112306,1510202147.1833088,2108605987.704666,48978.17632501467,2099796.321998046,47213154.93522177,53477511.24375305,112840634.32546216,154905388.79912275,899899.2650295738,1541382.9739827965,2561784.376539279,4968889.540628715,8987022.228649532,15890089.54864444,888638.6454905765,1529427.0104176183,2487422.1054281164,7478178.050895601,8848305.964235768,10542211.363175865,58264.98765002026,667816.9279783408,3228128.812213506,5301679.201094793,8072464.966806806,9748415.090980599,5866979.283560826,6899112.257756516,8163012.140556445,58122.35,725355.0,3830949.199999999,2696973.3327143453,6136259.9966643965,7455582.983443266,143361.0,171441.0,200960.9,63604.72786028394,76062.93307869602,89159.97624917331,624898.4668279191,740549.4239863576,885953.9829903205,0.008382921735771123,0.10273217197608407,0.587450086749981,1.0,1.0,1.0,24742927.34728943,28966281.942710284,34096997.54896649,1
2071,1200624256.7380753,1520705528.862554,1867097015.7044766,827535958.2587243,1103443404.8820512,1399957765.171494,7321857.932471657,83303634.26339036,446102802.76840705,393483052.6794052,1028405352.8669362,1341433060.5714774,311479176.5753323,408712771.97506416,548158785.9713274,6847637.366959753,77168186.04004341,414836472.4113431,2229.3536127283,91314.6910003252,2172485.817237588,429554.9498319794,5712995.282869421,31189928.98479022,364303887.1529019,950954562.5252414,1244626125.3920732,23248.86761387185,1106995.6460651893,26379859.557468075,28660130.789302398,70914333.47233789,90691336.83120126,42420951.655879915,53349173.82032904,64297415.55651114,217468544.36641708,302532062.7868574,442764376.2025824,42785697.84744839,52070375.74088511,63710261.559289314,372926664.7169767,503730760.50631034,867153184.538153,393483052.6794052,1028405352.8669362,1341433060.5714774,372926664.7169767,503730760.50631034,867153184.538153,0.0,0.0,0.0,655285925.7129583,1687775352.5847864,2331445377.71072,635177140.0384643,1672982965.8593388,2314318429.7583523,226598.61911506523,2471955.201749191,15717362.456888746,613355919.83711,1670924079.3146925,2314076030.8547444,7020346.5944938995,12265340.119761687,20612615.62061048,211502.11826650694,2293330.9196488843,13733345.914933749,59.91169252824154,2460.2124447246233,73253.74740371718,13807.635254488836,171254.0218414553,1009970.4111612304,568117374.4430162,1545752436.7543745,2166555713.061283,35075.50319609446,1663395.9366990058,40683605.012883544,44949170.86961118,114120465.03957844,158866665.50515044,919213.2795842444,1574464.7803034706,2616766.4647097597,4968902.7413460165,8987144.358044025,15890328.746008122,907710.9799171234,1562252.2128457387,2540808.1994219474,7486892.013941588,8867658.653095182,10586959.2584396,61447.351250977474,724569.1246571928,3496922.3078735936,5145639.537989738,8062642.43072825,9737669.150551813,6127118.048217852,7205755.475197741,8528203.047644818,64336.45,802276.5,4402344.55,2300695.787642727,6338660.023127891,7768486.862186202,143361.0,171441.0,200960.9,64969.83914259954,77695.4275740711,91073.56496503255,625046.4079458471,740721.4992153062,886334.6449024504,0.008806625315342482,0.10912238431996962,0.6365587020212229,1.0,1.0,1.0,25180358.069485612,29499301.06594104,34705026.77651751,1
2072,1210410742.9355314,1548785236.3876843,1896109145.2739851,841325964.865723,1128599948.4988313,1431220777.0131814,7960791.673384268,91507466.28704436,503603394.1570759,344888590.31136864,1043309546.6361444,1364398829.8275218,313254894.0845236,410916790.2842692,550717593.2928399,7446370.666736508,84656852.30010003,468331022.0547807,1746.4804929206618,77576.04218315938,1840484.433628529,470271.8976726175,6259154.296434522,34842099.31112225,319404820.8198998,965134911.4767258,1271087809.709307,8514.572626768928,876281.7267607299,21367251.71205073,24313232.62812256,72270702.52116022,92594660.85022454,43311441.865216054,54469066.58814229,65647131.12873957,217468596.32329848,302532498.6370226,442771389.78370845,43683844.7193488,53163424.29316306,65047651.73886413,376830396.9052617,518184601.93347305,933552835.0778848,344888590.31136864,1043309546.6361444,1364398829.8275218,376830396.9052617,518184601.93347305,933552835.0778848,0.0,0.0,0.0,538863785.9578829,1714587645.4978979,2390687866.9812627,527730399.46240914,1700163126.7610226,2373480619.9610434,243172.90422269897,2728238.478183591,16070442.639552677,516137459.8363787,1697664725.9609046,2373221411.6486344,7057001.5244229585,12327414.241496664,20732228.28414571,227293.08095701892,2530686.816519399,14716941.961318301,46.402940702264814,2093.5583644581575,60511.93820541304,14882.920019115161,188069.95870509231,1105165.4382985956,477907905.83173794,1577284768.029521,2224525706.930241,14682.262520356584,1316806.484927895,34996204.99357911,37626840.206833385,115782099.27295682,162564195.4741494,938509.1792236877,1607515.5586824722,2671696.9843229433,4968913.070842558,8987243.667342085,15890523.687049929,926765.4261040014,1595046.6280049758,2594144.221766289,7495617.737983262,8882420.58228265,10618628.740477957,64797.360103932326,762711.291634935,3787771.7733285036,4838220.8189683985,8057130.451435756,9748177.896324363,6392886.071821934,7521624.694215916,8901329.215373188,71604.40000000001,900743.0,5048039.0,2018884.5451984568,6514916.106759248,8074172.990090143,143361.0,171441.0,200960.9,66333.6700657705,79326.3909274193,92985.35889621513,625238.3162212846,740937.5716593503,886759.9983946532,0.009251756276759724,0.11591970765058107,0.6999495820998377,1.0,1.0,1.0,25612533.12079818,30026292.934353605,35305798.40516148,1
2073,1224059778.2330244,1574874225.3464003,1924747600.9640477,825176273.6664871,1151627638.4234114,1463740860.1811452,8683255.935211064,100643112.94562706,568569869.5348449,272843043.7129778,1054417895.3372114,1394298336.4362962,315028846.33054525,413118400.96310997,553272846.4327693,8147499.6670277715,93406266.97097674,528768268.86664385,1354.9805095765269,65303.45362047126,1511774.513822685,514956.2210452699,6848135.547620533,38958638.29782922,253659417.01762757,980284382.797211,1298635666.9531236,5890.023848392612,689763.1209466453,17017938.381270587,19160441.490491472,73059944.68083651,94540963.77767877,44201057.81732649,55587859.87801179,66995521.58972109,217468635.01512662,302532836.47651386,442777203.01342785,44581109.81693629,54255399.72236245,66383728.90790181,379294725.6098666,528873401.6118115,983671489.5043811,272843043.7129778,1054417895.3372114,1394298336.4362962,379294725.6098666,528873401.6118115,983671489.5043811,0.0,0.0,0.0,454131964.9337598,1744993413.532669,2452281811.0385375,442940810.10712266,1733693768.7939491,2434994376.133883,261875.33508123594,3015987.138517293,17852588.154816452,430398176.941365,1732237699.4179063,2434714652.0435085,7093618.1959513705,12389416.265062392,20831533.402641468,244021.6017152069,2798047.45952329,16583805.02255222,35.76400099524078,1774.1696271031974,52227.28418397536,16036.90994566251,205064.1724138856,1247787.5699434793,398684479.45063,1608662685.7559638,2284421778.271782,10140.271053139219,1038919.1701288403,29269291.34365016,31356128.4872658,118143657.9791959,166440832.0275285,957786.1347135948,1640533.8887745526,2726573.574759612,4968921.153294822,8987324.419815209,15890682.55840831,945801.1651932761,1627808.8465671984,2647427.8803648683,7504355.243559477,8894618.17217938,10646012.1248036,68441.32619726927,816346.0509180038,4164149.4029447874,4468618.710045152,8035352.800169429,9753335.052181887,6669106.12913947,7852629.65960693,9291637.951671379,79735.05,997615.0,5796144.449999999,1715214.8029868205,6701824.237231854,8425777.820716921,143361.0,171441.0,200960.9,67696.16201965608,80955.75304868032,94895.27588406822,634005.7276998854,759482.2187281209,916586.0820949705,0.009719398777978928,0.1251566009922522,0.7696541878873242,1.0,1.0,1.0,26046954.676395517,30559140.134702686,35911978.89021862,1
2074,1225716387.1972504,1603602935.9933496,1958347074.9951506,831686517.3405902,1177923728.8387141,1496380907.9446929,9406174.749043804,110635012.55284216,641460277.2494493,186875606.1907415,1066694081.77743,1426637176.5996678,316800957.98059016,415317554.4221542,555824621.6833653,8831343.705709422,102780408.58736466,596013037.5177009,1036.1039960947937,56411.411201750656,1438066.1179249336,563551.0402156692,7488539.1324562635,43437151.26188623,173738291.51284748,990735087.2917343,1326257376.564186,3391.923776082717,540770.5651017632,14392638.649807183,13125483.60264738,73962739.21382248,96426513.48593147,45089758.999928065,56705502.74113158,68342525.53500803,217468663.82739666,302533098.3348472,442782024.70190084,45477452.27959273,55346252.30093771,67718432.22269055,381852675.16212267,537415343.5723792,1039372618.3873684,186875606.1907415,1066694081.77743,1426637176.5996678,381852675.16212267,537415343.5723792,1039372618.3873684,0.0,0.0,0.0,346225938.20168304,1773661280.5415845,2514335471.640556,335854836.059998,1757048955.0215383,2496967957.7049513,286610.30822439236,3285505.100975634,20032752.808770824,316074584.8646414,1752880899.4276567,2496666224.346262,7130195.442250952,12451345.58784829,20922875.83554685,264473.4428614632,3062024.300752403,18613281.71583499,27.797414390498766,1502.837099999305,47688.632262339495,17270.89879327302,224461.49163603922,1378387.621353635,293853763.73989195,1633764439.289371,2344437954.8203254,4887.139768906852,820057.1429179017,23326548.25411739,22200763.534087274,119839617.65673926,170260596.94928724,977043.2681993392,1673518.266955665,2781393.7369908704,4968927.47724139,8987390.082216866,15890812.03236852,964817.3303150921,1660537.3765714394,2700656.748729426,7520179.131410031,8906833.75544579,10673469.365311904,72277.04394642841,874731.6293171616,4593641.348535843,3975382.987377199,7995972.8015818,9736033.304174393,6951008.0762502365,8190527.141429871,9705594.753260229,88703.65000000001,1106387.5,6649343.749999998,1210025.229065745,6906184.80355745,8784152.237258375,143361.0,171441.0,200960.9,69057.25295763978,82583.43973821835,96803.22895274831,634059.4008469201,759887.7495458433,916865.01254992,0.010220834232018465,0.13556454350956412,0.8463014732525371,1.0,1.0,1.0,26475933.925966367,31075100.11423625,36510658.85922086,1
2075,1248814543.099367,1628580790.1198254,1994304488.881144,823444174.536608,1200651791.7053738,1531199195.5695057,10201937.429083131,121252924.9620316,675593172.4200977,87322790.46524733,1081886277.6823444,1457816099.819719,318571147.56552935,417514184.672451,558372953.1240308,9545778.291936183,112738426.72767228,631874035.8081293,765.348328115795,47897.216844541224,1369057.2926309705,616375.1436847016,8184670.835152732,47513102.47970346,81182823.12363043,1003951280.5337813,1353117483.198172,100.66373576686667,422995.5423323471,12141436.009638611,6135779.175437758,74857342.9586038,98417017.99908198,45977502.49967059,57821941.20908064,69688077.92085664,217468685.28179303,302533301.29179907,442786026.8014393,46372828.82498798,56435929.3541095,69051697.23345599,388331904.36802465,547058555.8708808,1117662051.8973668,87322790.46524733,1081886277.6823444,1457816099.819719,388331904.36802465,547058555.8708808,1117662051.8973668,0.0,0.0,0.0,182352619.75067946,1782231887.485593,2575820687.3455176,171268490.83838788,1768222431.2566743,2559342399.937394,319924.9119906827,3573744.6088864277,21273123.3087008,148066514.2667228,1759030500.2377844,2559017067.295339,7166731.888050913,12513201.000809956,21014056.12106937,284644.69068409473,3330787.543168974,19615048.411827132,21.90779499802976,1276.508529060358,43525.231495346095,18616.87126488448,248255.37402510724,1417407.967472457,137655445.6658496,1634486118.2532074,2404567582.1143312,188.3286462917093,646804.1163825945,19979562.213466365,10403967.05134494,121048162.29333758,173154808.4674038,996279.6497979311,1706467.1004855284,2836154.8238763027,4968932.425050091,8987443.473630749,15890917.547011675,983813.0032222711,1693230.6376317432,2753828.25655949,7537187.403182657,8919067.360205654,10701000.676554231,76314.67191521029,934706.9274102149,5019456.536348118,3437631.728499574,7951923.217840461,9714683.109624397,7238594.699138519,8529231.782652635,10130372.079823133,98589.45000000001,1219090.5,7494391.549999998,575217.3914004969,7146228.234777218,9129633.648005163,143361.0,171441.0,200960.9,70416.87715574911,84209.37239876106,98709.12597155978,634114.9060372429,760364.3619308034,917146.6377828072,0.011081730013968043,0.14468843085420574,0.9300215187453448,1.0,1.0,1.0,26899470.63266273,31584709.787643015,37101836.78600769,1
2076,1261911811.1519868,1648714550.3065505,2026196931.9821072,840797105.3773685,1214984328.8340302,1563603875.4344273,11045926.786353793,132433615.1344481,751671495.9924725,70.43904742577767,1094012098.6992679,1481075910.5762682,319408243.7415877,418552886.16112125,559577759.2092085,10336197.515082678,123368050.0984622,703665181.9488271,601.5193037948297,40418.219086409634,1302124.1669380337,672540.1668841663,8847917.8780413,53843532.4549382,65.95907227561554,1016049315.0623531,1379087082.8231606,0.043868623680062564,329945.9562837382,10360693.05074949,4.459962434682757,75890348.95998046,100338370.72806522,46397305.3362657,58349891.04579005,70324372.87376857,217468692.8446014,302533375.75995296,442787600.54927075,46796241.23373742,56951224.05131289,69682181.63983537,393579577.33813703,560707022.6371703,1161593023.520133,70.43904742577767,1094012098.6992679,1481075910.5762682,393579577.33813703,560707022.6371703,1161593023.520133,0.0,0.0,0.0,52081650.07906409,1775607417.632233,2628799806.3258767,36131113.20346155,1764796563.3442872,2617259412.0647707,342571.15067542996,3850609.9762566313,22843792.289188698,98.13869448382509,1759281998.161264,2616909422.5531354,7184009.006456365,12542448.931363609,21057148.948388077,305644.8341252444,3577470.873540528,21291940.816378504,17.299817617445996,1094.475794109178,40451.097240886236,20548.752896080296,273919.52578367,1474810.5836421747,91.8878591254913,1637531123.901176,2457826170.003658,0.07795252375861712,509613.5369733656,17095489.820819456,6.563782997175513,120887159.16002014,176165619.46516484,1005376.2949023524,1722048.1932024541,2862050.659347024,4968934.257637591,8987464.026257547,15890958.255438214,992795.8201866074,1708690.8733131536,2778972.3999067214,7545507.8762479555,8940094.41330482,10727908.015026558,81295.60197019613,998171.0117538031,5483273.285046055,2928697.9073578035,7890995.526590006,9703363.716792446,7523152.139984961,8865088.46407534,10555624.522856716,109394.90000000001,1340922.5,7989117.7273020465,0.46867935582995424,7355734.131880059,9470976.745178612,143361.0,171441.0,200960.9,71059.82649329446,84978.25568904303,99610.40091751801,634173.0023755484,760920.103361472,917431.7210625466,0.012085680335174208,0.1538155441089396,1.0,1.0,1.0,1.0,27317565.000387587,32087967.435018137,37685511.5802552,1
2077,1251517289.8803248,1668372175.191913,2054579785.5080163,857724442.5067738,1235880225.439528,1593039990.8045418,11933423.685202204,144101583.8496318,803038714.8116906,35.63113685465764,1103855589.455463,1507664273.8615136,319815787.65585124,419058562.25002617,560164219.9934602,11167264.95951794,133933329.93238895,742766728.8631339,475.33795557429,34081.39541804981,1194156.5768071038,732196.4228510496,9543278.979594825,56934779.56415038,33.375349178220425,1021980053.2907512,1404610737.0160344,0.0014446005057432408,256574.90082247928,8850112.43324737,2.2478996985801274,76954591.39108709,102520823.80734642,46601688.98506445,58606926.741128735,70634157.06970958,217468695.5892989,302533403.89082223,442788238.1680607,47002382.22542001,57202098.51246538,69989136.93468684,396117196.55378973,571405224.1059142,1178935315.0412176,35.63113685465764,1103855589.455463,1507664273.8615136,396117196.55378973,571405224.1059142,1178935315.0412176,0.0,0.0,0.0,42271820.17046799,1785029241.290728,2676972240.257139,27390926.043773253,1769093162.9157314,2666302465.744645,365362.828500043,4187891.3389018793,23339544.126830056,49.45240562328773,1761491969.1813087,2665890101.6230493,7192420.285546688,12556687.405688908,21078118.706225626,327824.9637849155,3872686.48720422,21735860.14206607,13.643270231969684,912.6572445765798,38439.26291382148,22330.01234165672,301564.0757458982,1588815.6875225513,46.32053969778625,1640830057.4496136,2503609088.361341,0.0023080866406686175,401085.14668366173,14612618.508315664,3.1209636697185354,121322928.58627188,179920974.03824982,1009805.0537295877,1729633.9460944205,2874658.2095606565,4968934.95644954,8987472.171823107,15890974.425593402,997169.161068611,1716217.7861979823,2791213.984086827,7553837.535261342,8962520.473079544,10753940.902176645,86960.60499615659,1067288.454851761,5985529.004000379,2445755.538415452,7844161.393927494,9694202.536836717,7553837.535261342,8962520.473079544,10752438.991288697,120061.1,1461220.0,8433103.736399509,0.2340768172871322,7402370.468891729,9644030.629310096,143361.0,171441.0,200960.9,71372.85041820662,85352.59135014238,100049.19228805728,634234.7742630434,761481.5162733537,917721.350978114,0.013189253977950748,0.16352974924877223,1.0,1.0,1.0,1.0,27730217.854612425,32590610.781371098,38261682.76827845,1
